px_R,px_L,x_R,x_L
-2.4447e-24,-3.6857e-25,2.5421e+05,2.2684e+05
-2.6438e-24,-2.3195e-25,2.4711e+05,2.2793e+05
-2.5415e-24,-1.3151e-24,2.5483e+05,2.176e+05
-3.699e-24,-1.2866e-24,1.1715e+05,2.1778e+05
-3.9871e-24,-1.8676e-24,1.0614e+05,2.1137e+05
-3.7648e-24,-3.2648e-24,1.2948e+05,1.8107e+05
-4.5465e-24,-3.2125e-24,1.3939e+05,1.8092e+05
-3.732e-24,-7.0402e-25,1.2803e+05,2.23e+05
-2.6194e-24,-3.4874e-24,2.4608e+05,1.8592e+05
-5.1457e-24,-1.002e-24,1.4756e+05,64215
-3.2965e-24,2.4059e-25,2.9135e+05,2.3238e+05
-2.5046e-24,-3.0652e-24,2.5231e+05,1.978e+05
-2.4535e-24,-8.7235e-25,2.5448e+05,2.2132e+05
-5.0406e-24,-2.4786e-24,1.7622e+05,2.0571e+05
-5.005e-24,-3.4708e-24,1.8002e+05,1.8531e+05
-3.9538e-24,-3.4786e-24,1.0737e+05,1.894e+05
-4.153e-24,-6.8558e-25,1.3404e+05,2.2324e+05
-4.0033e-24,-2.2775e-24,1.0148e+05,2.0735e+05
-4.8187e-24,-3.7422e-25,1.4227e+05,2.2671e+05
-4.6661e-24,-3.4756e-24,1.4079e+05,1.8852e+05
-3.9874e-24,-5.1127e-25,97430,2.254e+05
-3.86e-24,-3.329e-25,1.1051e+05,2.2706e+05
-3.8844e-24,-5.1815e-25,1.3197e+05,2.2519e+05
-2.9989e-24,-2.9587e-24,2.6115e+05,1.9859e+05
-3.7583e-24,-2.1897e-24,1.1504e+05,2.0808e+05
-2.6304e-24,-6.6463e-25,2.4882e+05,2.2355e+05
-4.0128e-24,-3.3384e-24,95888,1.9267e+05
-3.0795e-24,-3.1857e-24,2.3196e+05,1.9416e+05
-3.3126e-24,-3.4841e-24,2.2803e+05,1.8629e+05
-4.1818e-24,-3.0344e-24,2.0736e+05,1.9842e+05
-3.8473e-24,-3.349e-24,2.1498e+05,1.9238e+05
-4.013e-24,-1.0352e-24,94955,2.1993e+05
-2.4578e-24,-3.0277e-24,2.5472e+05,1.9841e+05
-4.0308e-24,-1.8655e-24,2.1061e+05,2.0965e+05
-3.4511e-24,-3.1343e-24,2.2423e+05,1.8019e+05
-2.6043e-24,-9.0947e-25,2.4623e+05,2.2093e+05
-3.9909e-24,-3.1193e-24,1.0234e+05,1.9579e+05
-3.0619e-24,-3.4722e-24,2.33e+05,1.8597e+05
-4.4812e-24,-3.4661e-24,2.0175e+05,1.8921e+05
-3.2364e-24,-3.2962e-24,2.7695e+05,1.9365e+05
-4.9927e-24,-3.4116e-24,1.8104e+05,1.8485e+05
-2.9096e-24,-3.4917e-24,2.372e+05,1.8761e+05
-3.9909e-24,-3.4785e-24,99079,1.8924e+05
-3.9838e-24,-3.4117e-24,1.0255e+05,1.8363e+05
-3.1227e-24,-3.5141e-24,2.3108e+05,1.8682e+05
-4.3402e-24,-1.0317e-24,2.0455e+05,2.1995e+05
-4.0061e-24,-2.6912e-24,96769,2.0352e+05
-3.6866e-24,-2.181e-24,1.1858e+05,2.0784e+05
-4.0008e-24,-3.4924e-24,97496,1.8885e+05
-2.612e-24,-3.4208e-24,2.4543e+05,1.8435e+05
-3.8455e-24,-2.2805e-24,1.11e+05,2.0732e+05
-5.1413e-24,-3.1415e-24,1.685e+05,1.8018e+05
-2.8119e-24,-1.7373e-24,2.4077e+05,2.1066e+05
-4.8998e-24,-2.4289e-24,1.9061e+05,2.0609e+05
-2.8243e-24,-3.1703e-24,2.3966e+05,1.8051e+05
-3.1342e-24,-3.205e-24,2.3091e+05,1.9506e+05
-4.0039e-24,-3.471e-24,99795,1.8887e+05
2.2766e-26,-3.4933e-24,3.4875e+05,1.8648e+05
-2.6538e-24,-2.0669e-24,2.4477e+05,2.0921e+05
-3.9909e-24,-3.1361e-24,1.0439e+05,1.9551e+05
-3.9031e-24,-3.4413e-24,88582,1.899e+05
-3.9017e-24,-3.5209e-24,90054,1.8714e+05
-4.3956e-24,-3.091e-24,2.0366e+05,1.9723e+05
-3.9959e-24,-3.3741e-24,1.057e+05,1.8313e+05
-3.9321e-24,-2.6287e-24,1.0809e+05,2.0419e+05
-4.8755e-24,-3.3826e-24,1.9205e+05,1.8391e+05
-2.6851e-24,-2.0391e-24,2.4426e+05,2.0946e+05
-3.7189e-24,-2.0932e-24,1.1659e+05,2.0897e+05
-3.3674e-24,-2.8698e-24,2.2713e+05,2.0052e+05
-9.998e-25,-6.9399e-25,3.2882e+05,69026
-3.715e-24,-1.3413e-24,2.1756e+05,2.1724e+05
-4.017e-24,-4.7153e-25,94476,78881
-2.7623e-24,-2.0878e-24,2.4255e+05,2.075e+05
-3.4588e-24,-3.2566e-24,2.2403e+05,1.9293e+05
-3.9938e-24,-1.8294e-24,1.058e+05,2.118e+05
-5.0384e-24,-3.283e-24,1.7651e+05,1.814e+05
-4.6884e-24,-3.4932e-24,1.4127e+05,1.8638e+05
-4.6706e-24,-3.4169e-24,1.9727e+05,1.8465e+05
-8.0687e-25,-1.863e-24,3.3102e+05,2.1139e+05
-3.9506e-24,-1.633e-24,90648,2.1449e+05
-3.3722e-24,-3.3226e-24,2.26e+05,1.8293e+05
-3.9466e-24,-1.884e-24,89937,2.1103e+05
-5.3478e-24,-1.7862e-24,1.6315e+05,2.1015e+05
-4.2817e-24,-3.4899e-24,2.0541e+05,1.8848e+05
-3.0684e-24,6.4296e-24,2.3219e+05,2.6259e+05
-2.8492e-24,-3.3696e-24,2.3913e+05,1.8308e+05
-7.4184e-26,-3.1074e-24,3.4298e+05,1.9691e+05
-1.5851e-25,-3.3284e-24,3.407e+05,1.8218e+05
-4.0147e-24,-3.3555e-24,96636,1.8319e+05
-3.0384e-24,-2.4601e-24,2.3357e+05,2.0579e+05
-2.5794e-24,-3.3824e-24,2.5099e+05,1.8399e+05
-3.9915e-24,-3.4872e-24,1.0235e+05,1.8841e+05
-5.384e-24,-9.4866e-25,1.5404e+05,65021
-5.3851e-24,-3.5081e-24,1.5469e+05,1.8847e+05
-4.8945e-24,-2.4697e-24,1.9091e+05,2.05e+05
-2.7109e-24,-1.7796e-24,3.0595e+05,2.1027e+05
-7.491e-26,-3.0916e-24,3.5487e+05,1.9726e+05
-5.0914e-24,-2.9534e-24,1.7074e+05,2.0012e+05
-6.1572e-26,-2.8182e-24,3.5266e+05,2.0135e+05
-3.9096e-24,-3.1697e-24,88371,1.8111e+05
-3.0866e-24,-3.2834e-24,2.3237e+05,1.939e+05
-3.8382e-24,-1.8595e-24,2.1514e+05,2.0966e+05
-5.153e-24,-3.4676e-24,1.4835e+05,1.8737e+05
-3.5879e-24,-3.4784e-24,2.2056e+05,1.8887e+05
-2.8304e-24,-3.4999e-24,2.3975e+05,1.8735e+05
-4.6088e-24,-3.0239e-24,1.9891e+05,1.9872e+05
-5.0199e-24,-3.2168e-24,1.7828e+05,1.9481e+05
4.3394e-26,-3.1939e-24,3.4466e+05,1.9416e+05
6.1444e-26,5.3845e-24,3.4784e+05,2.2231e+05
-3.981e-24,-3.3196e-24,93162,1.8273e+05
-4.1621e-24,-3.3285e-24,1.3436e+05,1.8283e+05
-3.7778e-24,-3.246e-24,2.1636e+05,1.818e+05
-3.3742e-24,-3.4342e-24,2.2693e+05,1.8451e+05
-3.9552e-24,-2.7961e-25,90863,88155
-2.9521e-24,-3.4852e-24,2.6025e+05,1.871e+05
-2.9564e-24,-3.4495e-24,2.3618e+05,1.8493e+05
-3.9096e-24,-3.2992e-24,92881,1.8244e+05
2.4914e-26,-3.3613e-24,3.4865e+05,1.8376e+05
-3.9176e-24,-1.2562e-24,87855,60186
-3.8898e-24,-1.7553e-24,1.3204e+05,2.1045e+05
-3.5368e-24,-3.4987e-24,2.2169e+05,1.8851e+05
-3.1648e-24,-3.4674e-24,2.3041e+05,1.8763e+05
-5.2807e-24,-3.3926e-24,1.507e+05,1.8379e+05
-1.3569e-24,2.1839e-26,3.2393e+05,2.268e+05
-4.9965e-24,-2.7882e-24,1.8288e+05,2.0201e+05
-2.6989e-25,-3.2145e-24,3.3813e+05,1.8147e+05
-2.6323e-24,-1.1299e-24,2.4794e+05,61415
-1.3542e-25,-3.5158e-24,3.4188e+05,1.88e+05
-3.2457e-24,-3.3225e-24,2.9301e+05,1.8204e+05
-3.6041e-24,-3.355e-24,1.2283e+05,1.8341e+05
-3.8209e-24,-3.3385e-24,1.1181e+05,1.8187e+05
-3.0405e-24,-3.3485e-24,2.3368e+05,1.9192e+05
-3.0508e-24,-1.094e-25,2.9998e+05,2.2582e+05
-2.3779e-25,-1.2931e-24,3.3857e+05,59820
-3.5781e-24,-3.3807e-24,2.2081e+05,1.9166e+05
-2.2507e-24,-3.1771e-24,3.1251e+05,1.9498e+05
-3.3908e-24,-3.4396e-24,2.265e+05,1.8945e+05
-4.2208e-24,-1.4349e-24,2.0642e+05,58370
-4.1852e-24,-3.4115e-24,2.0732e+05,1.8443e+05
-3.9188e-24,-3.463e-24,88601,1.8593e+05
-3.6043e-24,-3.2164e-24,1.2375e+05,1.9438e+05
-3.8084e-24,-3.2216e-24,83329,1.8168e+05
-2.7542e-24,-2.8921e-24,2.4292e+05,2.0051e+05
-3.9574e-24,-3.4005e-24,1.074e+05,1.8511e+05
-3.841e-24,-2.3837e-25,2.1506e+05,92129
-4.4864e-24,2.8244e-24,1.3861e+05,2.4688e+05
-9.5613e-26,-3.3534e-24,3.427e+05,1.8393e+05
-3.6084e-24,-3.42e-24,1.2243e+05,1.8514e+05
-3.9051e-24,2.3754e-25,2.1333e+05,1.0517e+05
-1.7522e-25,-2.9835e-24,3.4025e+05,1.988e+05
-3.8926e-24,-3.2395e-24,1.323e+05,1.8191e+05
-3.2473e-24,-4.6309e-25,2.8201e+05,72951
-5.0338e-24,-1.9567e-24,1.7674e+05,2.0865e+05
-3.0211e-24,-2.5931e-24,2.3426e+05,2.0359e+05
-4.7033e-24,-3.192e-24,1.9647e+05,1.948e+05
-1.0702e-24,-3.3148e-24,3.2801e+05,1.8297e+05
-4.6287e-24,-3.1006e-24,1.9836e+05,1.9566e+05
-3.0891e-24,-2.2874e-24,2.3235e+05,47117
-3.9619e-24,-3.1582e-24,2.1192e+05,1.953e+05
-3.1494e-24,-3.375e-24,2.6674e+05,1.8416e+05
-2.6504e-24,-3.3974e-24,2.4615e+05,1.8544e+05
-1.8627e-24,1.1713e-24,3.1728e+05,1.3025e+05
-3.9638e-24,-2.7556e-24,90925,2.0238e+05
-3.6306e-24,-3.2913e-24,1.2157e+05,1.9311e+05
-3.2227e-24,-3.1638e-24,2.6973e+05,1.9464e+05
-3.7411e-24,-3.3121e-24,1.1598e+05,1.9242e+05
-3.7585e-24,-2.9771e-24,1.2924e+05,1.9819e+05
-3.7795e-24,-3.2266e-24,79495,1.8199e+05
-4.1413e-24,-3.4428e-24,2.0835e+05,1.8943e+05
-5.1528e-24,-3.2036e-24,1.4835e+05,1.9453e+05
-3.3389e-24,-1.4881e-24,2.8901e+05,57723
-3.3053e-24,-3.4428e-24,2.9109e+05,1.8611e+05
-3.8984e-24,-4.6693e-25,1.3247e+05,80766
-3.4377e-24,-2.8286e-24,2.2465e+05,2.013e+05
-4.0156e-24,-3.0287e-25,1.0132e+05,85949
-3.498e-24,-3.481e-24,2.2272e+05,1.8768e+05
-3.7209e-24,-3.1595e-24,1.2733e+05,1.9505e+05
-3.2065e-24,-3.0645e-24,2.686e+05,1.9689e+05
-2.6439e-24,-3.323e-24,2.5706e+05,1.9245e+05
-4.9004e-24,-3.0762e-24,1.9082e+05,1.9685e+05
-3.1945e-24,-2.9893e-24,2.681e+05,1.9863e+05
-4.8238e-24,-2.6226e-24,1.4228e+05,2.0369e+05
-2.8992e-24,-2.8762e-24,2.3771e+05,2.0056e+05
-2.7031e-24,-2.8678e-24,2.5786e+05,1.9943e+05
-4.8792e-24,-3.2184e-24,1.92e+05,1.9409e+05
-4.0018e-24,-3.1729e-24,71517,1.9484e+05
-4.9994e-24,-4.5061e-25,1.8074e+05,74780
-3.0721e-24,-3.1167e-24,2.6326e+05,1.9578e+05
-3.7581e-26,-2.9069e-24,3.4364e+05,2.0001e+05
-3.261e-24,-3.4578e-24,2.839e+05,1.8764e+05
-3.9216e-24,-2.5092e-24,73639,43520
2.1328e-26,-9.6415e-25,3.4826e+05,64871
-3.7502e-24,-2.8305e-24,2.1697e+05,2.0119e+05
-3.8269e-24,-3.2265e-24,83048,1.9389e+05
-5.1534e-24,-5.6048e-25,1.6825e+05,70990
-2.9878e-24,-3.1436e-24,2.6084e+05,1.9512e+05
-3.2551e-24,-3.2644e-24,2.8143e+05,1.9341e+05
-2.6483e-24,9.6964e-25,2.4597e+05,1.2668e+05
-3.8218e-24,-2.8183e-24,1.1179e+05,2.0143e+05
-3.9227e-24,-3.2081e-24,2.128e+05,1.9378e+05
-3.6659e-24,-4.7396e-25,1.2024e+05,81566
-4.5255e-24,-3.181e-24,2.0105e+05,1.9478e+05
-3.5247e-24,-3.2556e-24,2.2201e+05,1.937e+05
-2.4618e-24,-4.7791e-25,2.536e+05,79766
-2.5443e-24,-7.4945e-25,2.5477e+05,68251
-3.9774e-24,-3.2035e-24,92436,1.9447e+05
-3.2236e-24,-4.7448e-25,2.2951e+05,81717
-3.8891e-24,-4.7853e-25,75245,81181
-2.6319e-24,-1.1298e-24,2.4939e+05,61797
-3.601e-24,-3.3688e-24,1.2325e+05,1.9151e+05
-2.4747e-24,-3.355e-24,2.5454e+05,1.9071e+05
-2.8845e-24,-2.6582e-24,2.3819e+05,2.0254e+05
-1.2647e-24,7.572e-25,3.2541e+05,1.1851e+05
-3.9983e-24,-3.3503e-24,1.0441e+05,1.9013e+05
-2.6284e-24,-4.0314e-25,2.4968e+05,83725
-2.4792e-24,-3.0498e-24,2.5451e+05,1.9709e+05
-3.1339e-24,-3.2641e-24,2.6634e+05,1.9274e+05
-2.4589e-24,-3.2323e-24,2.5427e+05,1.9329e+05
-1.249e-24,-3.3696e-24,3.2565e+05,1.9028e+05
-3.7909e-24,-3.4252e-24,79954,1.8634e+05
-3.8662e-24,-3.185e-24,76137,1.9466e+05
-4.5842e-24,-3.038e-24,1.9976e+05,1.97e+05
3.232e-26,-3.4346e-24,3.4496e+05,1.8942e+05
-5.2655e-24,-3.2849e-24,1.6603e+05,1.9235e+05
-3.9756e-24,-3.2966e-24,91971,1.9196e+05
-3.4292e-24,-3.3815e-24,2.2494e+05,1.8984e+05
-2.6621e-24,-1.9654e-24,2.4486e+05,2.0884e+05
-2.7837e-24,4.2579e-25,2.4223e+05,2.2937e+05
-2.65e-24,-2.6114e-24,2.4505e+05,2.0348e+05
-3.953e-24,-3.2349e-24,90316,1.9346e+05
-4.0016e-24,-3.1599e-24,1.333e+05,1.9474e+05
-2.9877e-24,1.1167e-24,2.3555e+05,1.2856e+05
-4.2601e-24,-1.7082e-24,2.058e+05,54507
-3.3346e-24,-2.0589e-24,2.8772e+05,2.0817e+05
-3.0123e-24,-4.1379e-26,2.3471e+05,2.2631e+05
-2.3706e-25,2.1151e-24,3.391e+05,2.4152e+05
-5.0203e-24,1.3073e-24,1.7844e+05,2.3557e+05
-5.3553e-24,-2.6784e-24,1.6299e+05,2.0265e+05
-3.1259e-24,3.2482e-25,2.3113e+05,2.2886e+05
-3.8222e-24,5.2457e-24,82879,2.6065e+05
-5.3306e-24,-4.4322e-25,1.6431e+05,76750
-2.8231e-24,-2.9319e-24,2.4099e+05,35047
-2.4866e-24,-1.4211e-24,2.5288e+05,58599
-2.8309e-24,-3.3212e-24,2.4012e+05,1.912e+05
-9.9253e-26,2.1169e-24,3.4999e+05,1.7435e+05
-5.4625e-26,-3.2612e-24,3.4343e+05,1.9301e+05
-3.3735e-24,3.1662e-24,2.2707e+05,2.4899e+05
-3.3881e-24,4.2293e-24,2.2606e+05,2.5602e+05
-1.63e-24,-3.3712e-24,3.2044e+05,1.9006e+05
-1.0733e-24,-2.5637e-24,3.2801e+05,2.0361e+05
-9.1404e-26,-2.0662e-24,3.5347e+05,50411
-3.6095e-24,-2.6847e-24,1.2247e+05,2.0261e+05
-3.7964e-24,-3.3078e-24,1.2976e+05,1.9188e+05
-2.6534e-24,1.1359e-24,2.5719e+05,1.3794e+05
-3.2408e-24,-3.3573e-24,2.7773e+05,1.9142e+05
-7.0399e-25,-2.1632e-24,3.3221e+05,48979
-4.4529e-25,-2.2377e-24,3.352e+05,2.064e+05
-3.9064e-25,-2.0239e-24,3.3621e+05,2.0839e+05
-2.8865e-25,-3.2902e-24,3.3804e+05,1.9157e+05
-3.8617e-24,1.0881e-24,85898,1.4006e+05
-3.7546e-25,-2.8196e-24,3.3677e+05,2.0074e+05
-3.8193e-24,-3.3596e-24,82679,1.9146e+05
-3.9761e-24,-1.3362e-25,91811,96518
-3.4357e-24,-2.0907e-24,2.2482e+05,2.0754e+05
-2.6686e-26,-2.1047e-24,3.6176e+05,2.078e+05
-3.1535e-24,-3.3755e-24,2.668e+05,1.9103e+05
-2.5414e-24,-1.9524e-24,2.5175e+05,2.0891e+05
-5.1579e-24,-3.0179e-24,1.4856e+05,1.9681e+05
-3.9159e-24,-3.2948e-24,1.3289e+05,1.9215e+05
-3.2198e-24,7.3152e-25,2.7255e+05,1.174e+05
-5.4e-24,-5.9577e-25,1.561e+05,2.2132e+05
-3.7893e-24,-3.3203e-24,1.1361e+05,1.914e+05
-3.9214e-24,-2.237e-24,1.0858e+05,48052
-3.4721e-24,-3.4096e-24,2.2374e+05,1.8997e+05
-3.8728e-24,5.1205e-24,75648,2.1402e+05
-1.1487e-24,-3.0132e-24,3.2706e+05,1.9755e+05
-6.0558e-25,-2.6717e-24,3.3341e+05,2.0282e+05
-9.8691e-25,-1.8856e-24,3.2904e+05,2.0926e+05
-3.7964e-24,-2.5424e-24,80054,2.0403e+05
-7.5276e-25,-2.3528e-24,3.317e+05,2.0512e+05
-4.1617e-24,-2.817e-24,1.3416e+05,2.0074e+05
-8.4826e-25,-3.1817e-24,3.3063e+05,1.9404e+05
-3.6854e-24,-1.8353e-24,1.1958e+05,2.0928e+05
-3.1056e-24,-2.1384e-24,2.3166e+05,2.0714e+05
-5.3716e-24,-3.0668e-24,1.5215e+05,1.964e+05
-2.6953e-24,-2.9414e-24,3.0621e+05,1.9807e+05
-4.9779e-24,-2.1743e-24,1.8596e+05,2.0676e+05
-5.6773e-25,4.287e-25,3.338e+05,2.2924e+05
-3.8378e-24,-2.6897e-24,2.1529e+05,2.0258e+05
-2.641e-24,-2.4092e-24,2.4792e+05,2.0536e+05
-4.0343e-24,2.2767e-24,95031,2.427e+05
-4.3385e-24,-4.2902e-25,64223,83138
-8.204e-26,-2.2243e-24,3.4318e+05,2.0683e+05
-2.3643e-24,-2.6948e-24,3.1109e+05,2.0244e+05
-3.6733e-24,-3.0129e-24,2.1838e+05,1.9769e+05
-4.0147e-24,-2.2121e-24,71361,2.0697e+05
-4.0399e-24,-2.9205e-24,70723,1.9967e+05
-2.5129e-24,-3.0554e-24,2.5464e+05,32733
-1.0965e-24,-2.7954e-24,3.2775e+05,2.012e+05
-2.885e-24,-2.2751e-24,2.3822e+05,2.0583e+05
-5.447e-25,-3.1044e-24,3.3409e+05,1.9594e+05
-3.0369e-24,-3.3771e-24,2.6189e+05,1.8924e+05
-4.0127e-24,-3.3438e-24,97570,1.8967e+05
-3.2842e-24,-3.2463e-24,2.8463e+05,1.9343e+05
-3.9902e-24,-1.9055e-24,1.027e+05,2.0874e+05
-2.7792e-24,1.5498e-24,2.4238e+05,2.3732e+05
-8.7145e-26,-6.0248e-25,3.5858e+05,70330
-3.8409e-24,-2.7059e-24,77354,2.0242e+05
-3.8313e-24,4.9526e-24,84151,2.5968e+05
-3.8085e-24,4.9805e-24,79045,2.5981e+05
-2.5622e-24,-3.0442e-24,3.0831e+05,1.9625e+05
-8.9172e-25,-2.5332e-24,3.3016e+05,2.0415e+05
-4.143e-25,3.9245e-25,3.3575e+05,2.2905e+05
-3.828e-24,-2.1644e-24,1.3005e+05,2.0729e+05
-2.6186e-24,-1.293e-28,2.5543e+05,2.2657e+05
-3.8749e-24,5.5628e-24,86038,2.6102e+05
-6.9371e-26,-2.6724e-24,3.5977e+05,2.026e+05
-3.933e-25,1.0998e-24,3.3662e+05,2.3424e+05
-2.6572e-24,5.1963e-24,2.4718e+05,2.603e+05
-2.7714e-24,-2.0033e-24,2.426e+05,2.0846e+05
-3.2299e-24,3.1304e-24,2.9389e+05,2.488e+05
-2.8647e-24,3.9612e-24,3.04e+05,2.5433e+05
-1.5433e-24,-2.0807e-24,3.2151e+05,2.0795e+05
-2.6871e-24,-2.4828e-24,3.0633e+05,2.0462e+05
-4.9328e-24,4.6058e-25,1.8902e+05,2.2941e+05
-2.9111e-24,-1.278e-24,2.3742e+05,2.1544e+05
-3.2621e-24,-8.5697e-25,2.8372e+05,2.1931e+05
-3.3135e-24,-2.9205e-24,2.908e+05,1.9854e+05
-2.6743e-24,-1.929e-24,2.4583e+05,2.0896e+05
-3.2663e-24,5.1727e-25,2.7996e+05,1.1079e+05
-5.4386e-25,7.3807e-25,3.3412e+05,1.2053e+05
-3.2779e-24,-2.4217e-24,2.9218e+05,2.0523e+05
-3.2783e-24,1.6161e-24,2.9216e+05,2.3791e+05
1.1537e-26,2.2523e-26,3.4779e+05,2.2669e+05
6.7527e-27,-2.7281e-24,3.4471e+05,2.0192e+05
-4.0281e-24,7.3284e-25,71442,1.1747e+05
-5.3498e-24,1.0682e-24,1.6319e+05,1.279e+05
-3.2281e-24,5.6958e-24,2.72e+05,2.2972e+05
2.1442e-26,-1.5319e-24,3.4685e+05,2.1212e+05
3.0076e-26,-8.3348e-25,3.4698e+05,68842
-4.2712e-24,4.274e-24,1.3566e+05,2.5629e+05
-3.076e-24,-5.4243e-25,2.6328e+05,2.2176e+05
-3.1215e-24,-2.404e-24,2.313e+05,2.0534e+05
-3.9974e-24,1.2215e-24,2.1129e+05,1.3382e+05
-9.1784e-25,-2.2618e-24,3.2986e+05,2.0661e+05
-1.0573e-25,-2.683e-24,3.4296e+05,2.0246e+05
-2.8687e-24,6.3376e-24,2.3875e+05,2.6248e+05
-4.7305e-24,-2.4375e-24,1.9582e+05,2.0509e+05
-1.3232e-25,-2.5407e-25,3.4247e+05,91053
-3.8297e-24,-1.9925e-25,83569,2.2498e+05
-4.0146e-24,7.2271e-25,97363,1.1797e+05
1.0111e-26,-2.8352e-24,3.4467e+05,2.006e+05
-5.3248e-24,-2.7028e-24,1.646e+05,2.023e+05
-4.2301e-24,3.0747e-24,2.0633e+05,2.4829e+05
-4.3246e-24,-5.8878e-25,2.0485e+05,78778
-2.8012e-25,7.6313e-25,3.386e+05,2.3156e+05
-4.35e-24,-4.8499e-25,64280,80685
2.8592e-26,-6.4487e-25,3.4641e+05,69803
-4.9904e-24,-5.0833e-25,1.839e+05,2.2201e+05
-3.4922e-24,-5.2635e-25,2.2307e+05,71889
-5.0406e-24,-5.0277e-25,1.7655e+05,72360
-3.7313e-24,-2.1039e-24,2.1735e+05,2.0749e+05
-3.9164e-24,1.0487e-24,74577,2.3388e+05
-3.2236e-24,-2.5053e-24,2.7373e+05,2.0429e+05
-3.5172e-24,-2.3098e-25,2.2223e+05,93392
-2.3338e-25,1.0369e-24,3.3952e+05,1.5026e+05
-4.9482e-26,-2.6751e-25,3.4371e+05,2.2425e+05
-4.9745e-26,-2.0023e-24,3.4378e+05,2.0831e+05
-5.022e-24,-2.5726e-24,1.7843e+05,2.0367e+05
-9.7566e-26,-1.559e-24,3.582e+05,57115
-5.3901e-24,5.2464e-24,1.6035e+05,2.6086e+05
-2.6791e-24,-2.0098e-24,2.4546e+05,2.0839e+05
-3.8286e-24,7.313e-24,84127,2.5701e+05
-3.8801e-26,-1.4235e-24,3.4395e+05,2.1352e+05
-3.2181e-24,8.5987e-25,2.6918e+05,2.3245e+05
-2.6366e-24,5.1149e-24,2.5641e+05,2.1388e+05
-4.941e-24,-8.2744e-25,1.4386e+05,66526
-3.0875e-24,-4.458e-25,2.6433e+05,76429
7.9011e-26,-2.7537e-24,3.6427e+05,2.0152e+05
-1.5234e-25,2.4433e-25,3.4227e+05,2.282e+05
-2.6151e-24,4.753e-25,3.0747e+05,2.2949e+05
-2.6375e-24,3.3341e-25,2.5629e+05,2.2849e+05
-3.9194e-25,4.8036e-25,3.3679e+05,2.2945e+05
-2.3615e-25,1.1083e-24,3.3975e+05,1.4251e+05
-3.0902e-24,5.2331e-24,2.6451e+05,2.1753e+05
-2.7791e-24,-2.8412e-25,2.5851e+05,88985
-3.4296e-24,5.2877e-24,2.2505e+05,2.6017e+05
-3.056e-24,6.4136e-25,2.6239e+05,2.3065e+05
-5.3806e-24,-2.1265e-24,1.5244e+05,2.0747e+05
-3.7473e-24,-1.6345e-25,1.2824e+05,2.2513e+05
-2.9778e-24,-3.3136e-25,2.3589e+05,85426
-4.0107e-24,2.5269e-24,99354,2.4457e+05
-5.0083e-24,2.61e-25,1.8018e+05,2.2813e+05
-1.8688e-24,2.7261e-24,3.1727e+05,2.4608e+05
-2.8482e-25,-1.6519e-24,3.3858e+05,55564
-3.2409e-24,4.5454e-25,2.7118e+05,2.2932e+05
-3.6138e-24,7.4814e-25,1.2399e+05,1.2007e+05
-4.1151e-25,9.9946e-26,3.3616e+05,1.0139e+05
-2.1002e-25,-4.5535e-25,3.4032e+05,74511
-3.7557e-24,6.8339e-24,1.1564e+05,2.6118e+05
-2.4714e-24,-7.0346e-25,2.5356e+05,69078
-7.9234e-25,1.6177e-25,3.3134e+05,2.276e+05
-3.6252e-24,-1.971e-24,1.2193e+05,2.0861e+05
1.1585e-25,-1.1286e-24,3.6542e+05,62689
-2.6491e-24,7.2529e-24,2.5685e+05,2.5788e+05
-1.7777e-24,3.9812e-24,3.1857e+05,2.5437e+05
-7.4724e-26,1.6045e-24,3.4344e+05,1.7007e+05
-3.8478e-24,-5.0126e-25,77387,77599
-1.8328e-24,-8.7366e-26,3.178e+05,2.2581e+05
-2.4865e-24,3.0586e-24,2.5444e+05,2.4843e+05
-3.6537e-24,-4.8292e-25,1.2101e+05,75974
-7.9511e-25,1.005e-25,3.3127e+05,2.2723e+05
-3.1113e-24,5.0842e-24,2.9872e+05,2.1128e+05
-5.7178e-25,2.2871e-25,3.3387e+05,2.2806e+05
-3.099e-24,1.0505e-24,2.3237e+05,1.4757e+05
-4.9487e-25,-2.3246e-24,3.3474e+05,2.0598e+05
-4.9566e-24,-2.1722e-24,1.4466e+05,2.0716e+05
6.681e-26,-1.7067e-25,3.6381e+05,95421
-3.2801e-24,-4.7598e-25,2.9213e+05,78547
-1.5734e-24,-2.4891e-24,3.2117e+05,2.0447e+05
-2.6414e-24,5.2874e-24,2.495e+05,2.1944e+05
-2.4695e-24,7.7866e-25,2.5377e+05,1.2157e+05
-8.0649e-25,8.1673e-25,3.3118e+05,2.3204e+05
-2.6638e-24,-9.1979e-25,2.451e+05,2.1879e+05
-1.161e-24,2.5609e-25,3.2697e+05,2.2825e+05
-1.022e-25,1.3651e-24,3.5418e+05,1.6722e+05
-3.2119e-24,-2.1827e-24,2.6864e+05,2.0665e+05
-3.19e-24,-3.0194e-25,2.9669e+05,86712
-2.7957e-24,4.0134e-25,2.4201e+05,2.2905e+05
-2.6522e-24,-2.1948e-24,2.4863e+05,48685
-1.0917e-24,1.7872e-25,3.2787e+05,2.2772e+05
-3.5043e-24,3.562e-25,2.2264e+05,1.0792e+05
-2.6926e-24,-2.5863e-24,2.4588e+05,2.035e+05
-4.7276e-26,5.5317e-24,3.4384e+05,2.6092e+05
-2.4678e-24,2.8308e-25,3.0972e+05,2.2834e+05
