0.97351,-0.067409,-0.013175,0.050792,-0.0025459,-0.0076025,57.515,2212,0
0.97183,-0.080859,-0.028588,0.05066,-0.0028797,-0.0075762,56.757,2212,0
0.96886,-0.0054691,-0.050986,0.050628,-0.00014724,-0.0081965,57.325,2212,0
0.97225,-0.047071,0.080197,0.050557,-0.0018141,-0.007915,56.61,2212,0
0.97193,-0.056244,0.092727,0.051101,-0.001914,-0.0077934,60.421,2212,0
0.97246,-0.063274,0.064372,0.050946,-0.0022584,-0.0076962,58.536,2212,0
0.97393,-0.074187,-0.0082552,0.051255,-0.0026299,-0.0074354,60.789,2212,0
0.96838,-0.0045331,0.08097,0.051199,-0.00016482,-0.0081085,61.11,2212,0
0.97059,-0.0344,-0.0063106,0.050951,-0.001203,-0.0078875,57.263,2212,0
0.97003,-0.023844,0.012671,0.051023,-0.00086618,-0.0079593,58.654,2212,0
0.97151,-0.044133,-0.0019663,0.051044,-0.001539,-0.0078453,59.204,2212,0
0.969,-0.015034,-0.026191,0.051102,-0.00052085,-0.0080401,59.625,2212,0
0.97154,-0.065484,0.016727,0.051634,-0.0020227,-0.0076664,63.755,2212,0
0.97234,-0.071236,0.015549,0.051452,-0.0023586,-0.0075533,62.04,2212,0
0.97035,-0.025293,-0.060972,0.051574,-0.00088921,-0.0078495,62.313,2212,0
0.9713,-0.050389,0.0091612,0.051636,-0.0016193,-0.0077431,63.683,2212,0
0.97041,-0.038872,0.15847,0.051505,-0.0012483,-0.007785,61.022,2212,0
0.9727,-0.077035,0.029781,0.051972,-0.0024578,-0.0074111,65.249,2212,0
0.96975,-0.0035065,0.087992,0.051838,-0.00017686,-0.0079879,65.927,2212,0
0.96979,-0.015654,0.017337,0.051706,-0.00053854,-0.0079289,63.883,2212,0
0.91234,-0.40038,-0.023083,0.049078,-0.0037394,-0.00076643,51.985,2212,0
0.91392,-0.38742,-0.012397,0.048879,-0.00364,-0.0010072,50.62,2212,0
0.91966,-0.39262,-0.085295,0.049016,-0.0035592,-0.00010859,50.271,2212,0
0.98162,0.17986,-0.046616,0.049708,0.007774,0.0023331,51.003,2212,0
0.9793,0.18521,0.050101,0.049715,0.0077924,0.0026802,51.578,2212,0
0.98225,0.1819,0.034255,0.049993,0.0076682,0.001738,51.575,2212,0
0.98005,0.17723,-0.010575,0.049854,0.00756,0.0030213,51.678,2212,0
0.97961,0.1971,0.16631,0.049875,0.0079293,0.0011307,51.674,2212,0
0.98111,0.18117,0.10557,0.050041,0.0076507,0.0023899,52.814,2212,0
0.97865,0.20076,-0.0016598,0.050172,0.0078157,0.0014439,53.262,2212,0
0.9837,0.17979,-0.0083277,0.050158,0.007676,0.00015556,52.023,2212,0
0.981,0.19211,0.040206,0.05018,0.0077546,0.00081906,52.763,2212,0
0.98051,0.19433,-0.031909,0.049893,0.0079105,0.00082919,51.653,2212,0
0.97823,0.18992,0.0652,0.050114,0.0076967,0.0027496,54.462,2212,0
