px_R,px_L,x_R,x_L
2.5134e-24,-2.3845e-24,2.579e+05,1.1176e+05
2.5732e-24,-2.4058e-24,2.6065e+05,1.1105e+05
2.6018e-24,-2.4213e-24,2.6199e+05,1.1644e+05
2.6285e-24,-2.4134e-24,2.6273e+05,1.1339e+05
2.6e-24,-2.4199e-24,2.6148e+05,1.1676e+05
2.4421e-24,-2.424e-24,2.5334e+05,1.1633e+05
2.6904e-24,-2.3998e-24,2.6674e+05,1.1114e+05
2.4278e-24,-2.4029e-24,2.5334e+05,1.123e+05
2.5247e-24,-2.4232e-24,2.5759e+05,1.1488e+05
2.4585e-24,-2.4091e-24,2.548e+05,1.1667e+05
2.6081e-24,-2.4202e-24,2.6225e+05,1.1394e+05
2.6197e-24,-2.4105e-24,2.6263e+05,1.1314e+05
2.6351e-24,-2.3985e-24,2.6516e+05,1.1135e+05
2.4883e-24,-2.4215e-24,2.578e+05,1.1415e+05
2.6486e-24,-2.4054e-24,2.6628e+05,1.1763e+05
2.5441e-24,-2.4062e-24,2.6008e+05,1.1758e+05
2.5208e-24,-2.4341e-24,2.5954e+05,1.1544e+05
2.5148e-24,-2.4006e-24,2.5908e+05,1.1791e+05
2.7583e-24,-2.418e-24,2.7119e+05,1.1612e+05
2.6412e-24,-2.3964e-24,2.6416e+05,1.1745e+05
2.6005e-24,-2.4077e-24,2.6197e+05,1.1318e+05
2.5992e-24,-2.4323e-24,2.6231e+05,1.1622e+05
2.5809e-24,-2.3942e-24,2.615e+05,1.1192e+05
2.4829e-24,-2.3996e-24,2.5644e+05,1.1156e+05
2.623e-24,-2.4326e-24,2.6526e+05,1.1442e+05
2.6114e-24,-2.3843e-24,2.6352e+05,1.1226e+05
2.6736e-24,-2.4401e-24,2.67e+05,1.1362e+05
2.6198e-24,-2.4431e-24,2.6283e+05,1.1606e+05
2.4494e-24,-2.4509e-24,2.5487e+05,1.0894e+05
2.5328e-24,-2.3824e-24,2.5972e+05,1.2222e+05
2.499e-24,-2.4416e-24,2.588e+05,1.1642e+05
2.6166e-24,-2.4358e-24,2.6361e+05,1.1655e+05
2.5419e-24,-2.4491e-24,2.6009e+05,1.1483e+05
2.611e-24,-2.444e-24,2.6351e+05,1.14e+05
2.6575e-24,-2.4159e-24,2.6617e+05,1.1252e+05
2.6014e-24,-2.412e-24,2.6278e+05,1.1205e+05
2.6159e-24,-2.4255e-24,2.6409e+05,1.0957e+05
2.6277e-24,-2.4312e-24,2.6607e+05,1.1014e+05
2.5814e-24,-2.4173e-24,2.6291e+05,1.1855e+05
2.7088e-24,-2.4187e-24,2.7029e+05,1.1883e+05
2.5233e-24,-2.4525e-24,2.6005e+05,1.1324e+05
2.5546e-24,-2.4498e-24,2.6139e+05,1.1405e+05
2.5935e-24,-2.4201e-24,2.6365e+05,1.1926e+05
2.6494e-24,-2.4137e-24,2.6652e+05,1.1191e+05
2.6009e-24,-2.451e-24,2.6347e+05,1.1521e+05
2.5948e-24,-2.435e-24,2.6417e+05,1.092e+05
2.5569e-24,-2.4364e-24,2.6141e+05,1.131e+05
2.5567e-24,-2.4516e-24,2.6173e+05,1.1434e+05
2.6045e-24,-2.4211e-24,2.6498e+05,1.1987e+05
2.4275e-24,-2.371e-24,2.5511e+05,1.2271e+05
2.5913e-24,-2.4374e-24,2.6259e+05,1.0912e+05
2.5893e-24,-2.4811e-24,2.6423e+05,1.1273e+05
2.592e-24,-2.4416e-24,2.6439e+05,1.1994e+05
2.6134e-24,-2.4457e-24,2.6549e+05,1.0993e+05
2.5992e-24,-2.4364e-24,2.6343e+05,1.1827e+05
2.6131e-24,-2.4439e-24,2.653e+05,1.1758e+05
2.557e-24,-2.4289e-24,2.6121e+05,1.1997e+05
2.6874e-24,-2.4641e-24,2.6867e+05,1.1581e+05
2.5777e-24,-2.4322e-24,2.6347e+05,1.185e+05
2.4779e-24,-2.4716e-24,2.5839e+05,1.127e+05
2.5456e-24,-2.4575e-24,2.6063e+05,1.1628e+05
2.544e-24,-2.4761e-24,2.6078e+05,1.1463e+05
2.5404e-24,-2.4741e-24,2.6261e+05,1.1583e+05
2.6259e-24,-2.451e-24,2.668e+05,1.1202e+05
2.5462e-24,-2.429e-24,2.6234e+05,1.21e+05
2.5371e-24,-2.4801e-24,2.6233e+05,1.1256e+05
2.5696e-24,-2.4797e-24,2.6371e+05,1.1547e+05
2.5131e-24,-2.4541e-24,2.6019e+05,1.1158e+05
2.5798e-24,-2.4376e-24,2.6448e+05,1.1818e+05
2.5833e-24,-2.4399e-24,2.6437e+05,1.1789e+05
2.5231e-24,-2.4344e-24,2.6056e+05,1.1736e+05
2.6326e-24,-2.4736e-24,2.6671e+05,1.1175e+05
2.4839e-24,-2.4417e-24,2.5902e+05,1.1982e+05
2.5358e-24,-2.4577e-24,2.6154e+05,1.1634e+05
2.7138e-24,-2.4585e-24,2.7208e+05,1.161e+05
2.6054e-24,-2.4725e-24,2.656e+05,1.118e+05
2.6018e-24,-2.4996e-24,2.6563e+05,1.1466e+05
2.5639e-24,-2.4646e-24,2.63e+05,1.1891e+05
2.5201e-24,-2.4913e-24,2.6124e+05,1.1359e+05
2.6637e-24,-2.4569e-24,2.6839e+05,1.1858e+05
2.5853e-24,-2.4608e-24,2.6447e+05,1.1961e+05
2.5793e-24,-2.4849e-24,2.6461e+05,1.1208e+05
2.5842e-24,-2.4386e-24,2.6463e+05,1.2487e+05
2.6904e-24,-2.4823e-24,2.6981e+05,1.1564e+05
2.6857e-24,-2.4333e-24,2.7064e+05,1.2185e+05
2.6019e-24,-2.416e-24,2.6545e+05,1.2254e+05
2.6349e-24,-2.4861e-24,2.6682e+05,1.1424e+05
2.59e-24,-2.4504e-24,2.6542e+05,1.1821e+05
2.4903e-24,-2.496e-24,2.6087e+05,1.1429e+05
2.6162e-24,-2.4903e-24,2.6812e+05,1.1543e+05
2.5695e-24,-2.4515e-24,2.6437e+05,1.1825e+05
2.6293e-24,-2.462e-24,2.6822e+05,1.1909e+05
2.625e-24,-2.4472e-24,2.6769e+05,1.2052e+05
2.5325e-24,-2.4628e-24,2.6277e+05,1.1738e+05
2.6477e-24,-2.4947e-24,2.6933e+05,1.1394e+05
2.6811e-24,-2.4622e-24,2.7169e+05,1.1727e+05
2.6507e-24,-2.4581e-24,2.6898e+05,1.187e+05
2.6219e-24,-2.4555e-24,2.6728e+05,1.1724e+05
2.5897e-24,-2.4407e-24,2.6581e+05,1.2103e+05
2.6289e-24,-2.471e-24,2.6728e+05,1.1631e+05
2.5512e-24,-2.4786e-24,2.6327e+05,1.1122e+05
2.6164e-24,-2.4607e-24,2.665e+05,1.2098e+05
2.6032e-24,-2.5054e-24,2.6623e+05,1.1324e+05
2.5152e-24,-2.4474e-24,2.6103e+05,1.2543e+05
2.5409e-24,-2.4716e-24,2.6288e+05,1.1978e+05
2.624e-24,-2.4802e-24,2.6793e+05,1.173e+05
2.613e-24,-2.4499e-24,2.6704e+05,1.2286e+05
2.6279e-24,-2.4786e-24,2.6848e+05,1.1666e+05
2.6315e-24,-2.4484e-24,2.6851e+05,1.2435e+05
2.5846e-24,-2.4707e-24,2.6586e+05,1.203e+05
2.6171e-24,-2.5016e-24,2.6635e+05,1.1471e+05
2.5849e-24,-2.4697e-24,2.6532e+05,1.196e+05
2.6971e-24,-2.4693e-24,2.7475e+05,1.2093e+05
2.5468e-24,-2.4452e-24,2.6426e+05,1.2317e+05
2.6483e-24,-2.4651e-24,2.7116e+05,1.2109e+05
2.6404e-24,-2.4617e-24,2.6947e+05,1.2555e+05
2.5799e-24,-2.4665e-24,2.6594e+05,1.2017e+05
2.5788e-24,-2.4763e-24,2.672e+05,1.1691e+05
2.6313e-24,-2.4561e-24,2.6915e+05,1.2191e+05
2.6366e-24,-2.4935e-24,2.6971e+05,1.1664e+05
2.7298e-24,-2.4832e-24,2.7592e+05,1.1907e+05
2.6589e-24,-2.5018e-24,2.7071e+05,1.1463e+05
2.6411e-24,-2.45e-24,2.7072e+05,1.209e+05
2.5599e-24,-2.4556e-24,2.65e+05,1.2259e+05
2.4676e-24,-2.4828e-24,2.6133e+05,1.1879e+05
2.662e-24,-2.449e-24,2.7189e+05,1.2156e+05
2.6348e-24,-2.5227e-24,2.6912e+05,1.1515e+05
2.5901e-24,-2.4987e-24,2.663e+05,1.1877e+05
2.6294e-24,-2.5024e-24,2.6937e+05,1.1742e+05
2.6591e-24,-2.4672e-24,2.7172e+05,1.2238e+05
2.6009e-24,-2.4928e-24,2.6743e+05,1.2411e+05
2.5743e-24,-2.4865e-24,2.6679e+05,1.2493e+05
2.5979e-24,-2.5007e-24,2.6733e+05,1.19e+05
2.5077e-24,-2.4827e-24,2.6245e+05,1.2197e+05
2.5834e-24,-2.534e-24,2.6713e+05,1.1532e+05
2.6619e-24,-2.4866e-24,2.7136e+05,1.2091e+05
2.5896e-24,-2.4818e-24,2.6715e+05,1.2118e+05
2.6713e-24,-2.5016e-24,2.7387e+05,1.1827e+05
2.6529e-24,-2.4825e-24,2.7181e+05,1.2362e+05
2.7573e-24,-2.496e-24,2.8066e+05,1.1995e+05
2.5448e-24,-2.4968e-24,2.6513e+05,1.1854e+05
2.5093e-24,-2.4755e-24,2.6368e+05,1.2258e+05
2.5917e-24,-2.5065e-24,2.6796e+05,1.1794e+05
2.5499e-24,-2.4984e-24,2.6583e+05,1.1688e+05
2.56e-24,-2.5e-24,2.6613e+05,1.1864e+05
2.6499e-24,-2.5094e-24,2.7167e+05,1.1749e+05
2.664e-24,-2.5058e-24,2.7281e+05,1.1636e+05
2.6124e-24,-2.5174e-24,2.6934e+05,1.1656e+05
2.6164e-24,-2.47e-24,2.6924e+05,1.2291e+05
2.6007e-24,-2.5332e-24,2.6845e+05,1.1287e+05
2.4698e-24,-2.544e-24,2.6174e+05,1.1381e+05
2.6038e-24,-2.5125e-24,2.6855e+05,1.2066e+05
2.5574e-24,-2.5364e-24,2.6567e+05,1.1642e+05
2.6636e-24,-2.499e-24,2.7304e+05,1.2476e+05
2.5659e-24,-2.5195e-24,2.6727e+05,1.2002e+05
2.4876e-24,-2.4984e-24,2.6235e+05,1.2235e+05
2.5641e-24,-2.5157e-24,2.6611e+05,1.1962e+05
2.5297e-24,-2.4949e-24,2.645e+05,1.2239e+05
2.6389e-24,-2.5415e-24,2.7126e+05,1.1575e+05
2.6323e-24,-2.5236e-24,2.7006e+05,1.1801e+05
2.6303e-24,-2.5073e-24,2.6972e+05,1.2335e+05
2.6703e-24,-2.5194e-24,2.7299e+05,1.2237e+05
2.5997e-24,-2.5306e-24,2.7073e+05,1.1874e+05
2.5792e-24,-2.4976e-24,2.6793e+05,1.219e+05
2.6335e-24,-2.5019e-24,2.7274e+05,1.2541e+05
2.5682e-24,-2.518e-24,2.6771e+05,1.2226e+05
2.6661e-24,-2.5056e-24,2.7425e+05,1.2507e+05
2.6369e-24,-2.5004e-24,2.733e+05,1.2287e+05
2.614e-24,-2.5251e-24,2.7109e+05,1.1715e+05
2.6612e-24,-2.4823e-24,2.7401e+05,1.2623e+05
2.6407e-24,-2.532e-24,2.7246e+05,1.1805e+05
2.5815e-24,-2.5343e-24,2.6805e+05,1.1629e+05
2.5464e-24,-2.4768e-24,2.6687e+05,1.2666e+05
2.7135e-24,-2.4882e-24,2.7664e+05,1.2241e+05
2.4759e-24,-2.5051e-24,2.6247e+05,1.1982e+05
2.516e-24,-2.5116e-24,2.6464e+05,1.2202e+05
2.6072e-24,-2.5223e-24,2.7067e+05,1.2152e+05
2.611e-24,-2.5389e-24,2.6941e+05,1.2064e+05
2.6222e-24,-2.4903e-24,2.7163e+05,1.305e+05
2.5964e-24,-2.5393e-24,2.7022e+05,1.2025e+05
2.5461e-24,-2.524e-24,2.6683e+05,1.2497e+05
2.5887e-24,-2.5465e-24,2.6873e+05,1.2146e+05
2.5716e-24,-2.5487e-24,2.6768e+05,1.2227e+05
2.5938e-24,-2.5039e-24,2.7e+05,1.2807e+05
2.6797e-24,-2.5285e-24,2.7531e+05,1.2012e+05
2.7261e-24,-2.5416e-24,2.7723e+05,1.1967e+05
2.6527e-24,-2.5165e-24,2.7325e+05,1.2509e+05
2.6359e-24,-2.5318e-24,2.7412e+05,1.199e+05
2.6483e-24,-2.5192e-24,2.7464e+05,1.2495e+05
2.5685e-24,-2.5261e-24,2.6831e+05,1.23e+05
2.6873e-24,-2.498e-24,2.7622e+05,1.2717e+05
2.5865e-24,-2.5376e-24,2.7052e+05,1.1973e+05
2.6284e-24,-2.5522e-24,2.7386e+05,1.1852e+05
2.5987e-24,-2.5304e-24,2.7125e+05,1.1961e+05
2.6457e-24,-2.5533e-24,2.748e+05,1.2155e+05
2.6099e-24,-2.5419e-24,2.7162e+05,1.199e+05
2.6288e-24,-2.5554e-24,2.726e+05,1.1683e+05
2.7158e-24,-2.5386e-24,2.7843e+05,1.2115e+05
2.5819e-24,-2.511e-24,2.6883e+05,1.2567e+05
2.4837e-24,-2.5219e-24,2.6431e+05,1.2477e+05
2.5919e-24,-2.5551e-24,2.7079e+05,1.1781e+05
2.5895e-24,-2.5668e-24,2.7061e+05,1.2155e+05
2.5849e-24,-2.5593e-24,2.6931e+05,1.228e+05
2.5647e-24,-2.5436e-24,2.6807e+05,1.2372e+05
2.5738e-24,-2.5851e-24,2.6943e+05,1.216e+05
2.619e-24,-2.5552e-24,2.7348e+05,1.2301e+05
2.5393e-24,-2.5768e-24,2.6712e+05,1.2175e+05
2.722e-24,-2.5621e-24,2.7792e+05,1.2288e+05
2.5199e-24,-2.5456e-24,2.6646e+05,1.2372e+05
2.6748e-24,-2.5436e-24,2.7579e+05,1.2461e+05
2.6103e-24,-2.571e-24,2.7162e+05,1.1893e+05
2.6203e-24,-2.5474e-24,2.7345e+05,1.1971e+05
2.626e-24,-2.5489e-24,2.7483e+05,1.2308e+05
2.6625e-24,-2.553e-24,2.788e+05,1.2293e+05
2.6112e-24,-2.5211e-24,2.743e+05,1.2834e+05
2.5909e-24,-2.5711e-24,2.7254e+05,1.1782e+05
2.577e-24,-2.5248e-24,2.7092e+05,1.2701e+05
2.5101e-24,-2.5806e-24,2.6612e+05,1.211e+05
2.5369e-24,-2.5557e-24,2.6762e+05,1.2293e+05
2.5624e-24,-2.5569e-24,2.7026e+05,1.2318e+05
2.6849e-24,-2.5538e-24,2.7661e+05,1.2017e+05
2.6708e-24,-2.5494e-24,2.766e+05,1.1984e+05
2.6388e-24,-2.5614e-24,2.7523e+05,1.2271e+05
2.5993e-24,-2.5275e-24,2.7353e+05,1.2752e+05
2.5945e-24,-2.5565e-24,2.7182e+05,1.2304e+05
2.5534e-24,-2.5924e-24,2.6915e+05,1.2091e+05
2.5908e-24,-2.5337e-24,2.7231e+05,1.3142e+05
2.5981e-24,-2.5814e-24,2.7282e+05,1.1733e+05
2.5385e-24,-2.5386e-24,2.6813e+05,1.2903e+05
2.591e-24,-2.5439e-24,2.7259e+05,1.3281e+05
2.5849e-24,-2.5238e-24,2.7286e+05,1.2927e+05
2.5775e-24,-2.5684e-24,2.7094e+05,1.2276e+05
2.5592e-24,-2.5399e-24,2.7036e+05,1.2833e+05
2.5858e-24,-2.5472e-24,2.7179e+05,1.2717e+05
2.6102e-24,-2.5336e-24,2.7401e+05,1.2781e+05
2.6786e-24,-2.5525e-24,2.7822e+05,1.2445e+05
2.6687e-24,-2.5472e-24,2.7796e+05,1.2717e+05
2.6386e-24,-2.6087e-24,2.7867e+05,1.2092e+05
2.5808e-24,-2.601e-24,2.7327e+05,1.1901e+05
2.6174e-24,-2.541e-24,2.7488e+05,1.2608e+05
2.6093e-24,-2.5992e-24,2.7472e+05,1.2148e+05
2.5406e-24,-2.538e-24,2.6865e+05,1.3309e+05
2.5432e-24,-2.5469e-24,2.6894e+05,1.249e+05
2.5277e-24,-2.5648e-24,2.7101e+05,1.2309e+05
2.5717e-24,-2.5278e-24,2.7189e+05,1.2947e+05
2.6473e-24,-2.6068e-24,2.7596e+05,1.198e+05
2.6415e-24,-2.538e-24,2.7795e+05,1.2569e+05
2.5359e-24,-2.5377e-24,2.6907e+05,1.2763e+05
2.6409e-24,-2.5445e-24,2.7597e+05,1.256e+05
2.5876e-24,-2.5486e-24,2.7395e+05,1.2514e+05
2.5496e-24,-2.5914e-24,2.7037e+05,1.2131e+05
2.6614e-24,-2.5535e-24,2.7655e+05,1.2551e+05
2.5573e-24,-2.5798e-24,2.7219e+05,1.2276e+05
2.6625e-24,-2.561e-24,2.8026e+05,1.2731e+05
2.5373e-24,-2.5355e-24,2.7138e+05,1.2989e+05
2.6629e-24,-2.5725e-24,2.7752e+05,1.2449e+05
2.5607e-24,-2.5606e-24,2.7245e+05,1.2495e+05
2.5883e-24,-2.573e-24,2.7349e+05,1.2387e+05
2.6806e-24,-2.5684e-24,2.8118e+05,1.2751e+05
2.5258e-24,-2.5501e-24,2.6954e+05,1.3009e+05
2.538e-24,-2.5654e-24,2.7094e+05,1.2505e+05
2.5302e-24,-2.579e-24,2.6977e+05,1.2303e+05
2.5156e-24,-2.5576e-24,2.6866e+05,1.2548e+05
2.6228e-24,-2.5495e-24,2.7735e+05,1.2964e+05
2.5966e-24,-2.5759e-24,2.744e+05,1.2363e+05
2.6601e-24,-2.5622e-24,2.8048e+05,1.2645e+05
2.6095e-24,-2.56e-24,2.7499e+05,1.2726e+05
2.6155e-24,-2.5587e-24,2.7699e+05,1.3112e+05
2.6071e-24,-2.5492e-24,2.7675e+05,1.3001e+05
2.6278e-24,-2.5578e-24,2.7713e+05,1.2487e+05
2.5907e-24,-2.6018e-24,2.7442e+05,1.2165e+05
2.5528e-24,-2.6285e-24,2.7259e+05,1.1977e+05
2.6153e-24,-2.5841e-24,2.7522e+05,1.2305e+05
2.6237e-24,-2.5655e-24,2.7532e+05,1.2683e+05
2.5484e-24,-2.6318e-24,2.7252e+05,1.1968e+05
2.6335e-24,-2.5567e-24,2.7691e+05,1.2674e+05
2.5143e-24,-2.5899e-24,2.7131e+05,1.2904e+05
2.6498e-24,-2.5905e-24,2.802e+05,1.3005e+05
2.6184e-24,-2.6607e-24,2.7547e+05,1.182e+05
2.6536e-24,-2.574e-24,2.8044e+05,1.261e+05
2.6295e-24,-2.5952e-24,2.7623e+05,1.2406e+05
2.5182e-24,-2.5877e-24,2.7054e+05,1.2704e+05
2.6281e-24,-2.5736e-24,2.7687e+05,1.2553e+05
2.6291e-24,-2.5902e-24,2.7914e+05,1.2374e+05
2.6395e-24,-2.5888e-24,2.7943e+05,1.2856e+05
2.5985e-24,-2.5864e-24,2.7466e+05,1.2846e+05
2.6113e-24,-2.6142e-24,2.75e+05,1.2238e+05
2.6217e-24,-2.5649e-24,2.7911e+05,1.3286e+05
2.5883e-24,-2.5817e-24,2.7686e+05,1.2886e+05
2.5986e-24,-2.5928e-24,2.7598e+05,1.3017e+05
2.5821e-24,-2.5926e-24,2.7737e+05,1.2776e+05
2.635e-24,-2.5776e-24,2.7987e+05,1.2951e+05
2.5187e-24,-2.5718e-24,2.7174e+05,1.2682e+05
2.5972e-24,-2.5829e-24,2.759e+05,1.2474e+05
2.4802e-24,-2.5661e-24,2.6753e+05,1.298e+05
2.5611e-24,-2.5902e-24,2.7373e+05,1.2482e+05
2.5941e-24,-2.5808e-24,2.7793e+05,1.2573e+05
2.5985e-24,-2.598e-24,2.7675e+05,1.2768e+05
2.5798e-24,-2.6093e-24,2.7717e+05,1.309e+05
2.5473e-24,-2.5934e-24,2.7297e+05,1.28e+05
2.6067e-24,-2.5905e-24,2.787e+05,1.2855e+05
2.5654e-24,-2.5611e-24,2.7395e+05,1.3346e+05
2.5811e-24,-2.6092e-24,2.7723e+05,1.3074e+05
2.581e-24,-2.5975e-24,2.7596e+05,1.2876e+05
2.5844e-24,-2.6118e-24,2.7563e+05,1.2466e+05
2.578e-24,-2.6085e-24,2.7665e+05,1.3234e+05
2.6302e-24,-2.6139e-24,2.7988e+05,1.317e+05
2.6032e-24,-2.5407e-24,2.7507e+05,1.3439e+05
2.6741e-24,-2.6182e-24,2.8258e+05,1.3034e+05
2.6617e-24,-2.6026e-24,2.8134e+05,1.2403e+05
2.469e-24,-2.6057e-24,2.7013e+05,1.2662e+05
2.6841e-24,-2.613e-24,2.8314e+05,1.2875e+05
2.5735e-24,-2.6073e-24,2.7778e+05,1.2685e+05
2.5651e-24,-2.6206e-24,2.7458e+05,1.3117e+05
2.5432e-24,-2.6068e-24,2.7595e+05,1.2341e+05
2.578e-24,-2.599e-24,2.7798e+05,1.2789e+05
2.4403e-24,-2.6025e-24,2.6922e+05,1.26e+05
2.6934e-24,-2.6119e-24,2.8405e+05,1.2484e+05
2.5434e-24,-2.6039e-24,2.7346e+05,1.2687e+05
2.6562e-24,-2.6181e-24,2.8227e+05,1.3077e+05
2.6366e-24,-2.5917e-24,2.8052e+05,1.2549e+05
2.6082e-24,-2.6035e-24,2.7974e+05,1.324e+05
2.5039e-24,-2.6053e-24,2.7154e+05,1.252e+05
2.5538e-24,-2.6064e-24,2.7394e+05,1.3227e+05
2.6517e-24,-2.6001e-24,2.8279e+05,1.2861e+05
2.6589e-24,-2.6142e-24,2.8221e+05,1.3154e+05
2.5814e-24,-2.6246e-24,2.7812e+05,1.2912e+05
2.6548e-24,-2.624e-24,2.8224e+05,1.2988e+05
2.5952e-24,-2.6279e-24,2.7858e+05,1.2804e+05
2.5746e-24,-2.5703e-24,2.7713e+05,1.3357e+05
2.654e-24,-2.6253e-24,2.815e+05,1.272e+05
2.4796e-24,-2.6088e-24,2.7081e+05,1.3272e+05
2.5484e-24,-2.6395e-24,2.7548e+05,1.2682e+05
2.6014e-24,-2.5678e-24,2.7888e+05,1.3758e+05
2.5422e-24,-2.641e-24,2.7522e+05,1.267e+05
2.6571e-24,-2.6251e-24,2.8357e+05,1.272e+05
2.5485e-24,-2.6155e-24,2.7558e+05,1.2554e+05
2.5949e-24,-2.5559e-24,2.7941e+05,1.3477e+05
2.6247e-24,-2.6257e-24,2.8315e+05,1.2343e+05
2.5745e-24,-2.6274e-24,2.7842e+05,1.3009e+05
2.6368e-24,-2.6286e-24,2.8291e+05,1.316e+05
2.5251e-24,-2.6341e-24,2.7473e+05,1.3155e+05
2.5688e-24,-2.5966e-24,2.7822e+05,1.3625e+05
2.6141e-24,-2.6318e-24,2.8071e+05,1.3132e+05
2.602e-24,-2.6372e-24,2.7984e+05,1.2954e+05
2.5387e-24,-2.6266e-24,2.7671e+05,1.2785e+05
2.596e-24,-2.5956e-24,2.7966e+05,1.331e+05
2.6542e-24,-2.6331e-24,2.8467e+05,1.2949e+05
2.5156e-24,-2.5833e-24,2.7369e+05,1.334e+05
2.6575e-24,-2.6463e-24,2.8759e+05,1.2721e+05
2.6596e-24,-2.6229e-24,2.8624e+05,1.2544e+05
2.6088e-24,-2.6084e-24,2.8052e+05,1.3538e+05
2.5172e-24,-2.6579e-24,2.7523e+05,1.2923e+05
2.4708e-24,-2.5986e-24,2.7081e+05,1.3349e+05
2.5112e-24,-2.645e-24,2.7347e+05,1.2824e+05
2.5828e-24,-2.6553e-24,2.7833e+05,1.3034e+05
2.5348e-24,-2.6566e-24,2.7456e+05,1.2922e+05
2.5326e-24,-2.6423e-24,2.7639e+05,1.2932e+05
2.5087e-24,-2.6348e-24,2.7379e+05,1.324e+05
2.6257e-24,-2.5949e-24,2.8293e+05,1.3374e+05
2.6046e-24,-2.643e-24,2.8069e+05,1.2512e+05
2.6078e-24,-2.6296e-24,2.8129e+05,1.3569e+05
2.5901e-24,-2.6456e-24,2.8053e+05,1.3216e+05
2.5747e-24,-2.6658e-24,2.8001e+05,1.3074e+05
2.6157e-24,-2.6542e-24,2.8381e+05,1.2886e+05
2.5034e-24,-2.6681e-24,2.7548e+05,1.2586e+05
2.5343e-24,-2.6116e-24,2.7698e+05,1.3475e+05
2.6563e-24,-2.6602e-24,2.8785e+05,1.3013e+05
2.6581e-24,-2.6524e-24,2.8764e+05,1.2674e+05
2.5981e-24,-2.6519e-24,2.8189e+05,1.2854e+05
2.6463e-24,-2.6524e-24,2.8518e+05,1.3063e+05
2.5879e-24,-2.6496e-24,2.8172e+05,1.2879e+05
2.5535e-24,-2.6624e-24,2.7795e+05,1.2991e+05
2.556e-24,-2.6292e-24,2.7799e+05,1.3261e+05
2.5896e-24,-2.6423e-24,2.8198e+05,1.3215e+05
2.637e-24,-2.6495e-24,2.8478e+05,1.2762e+05
2.5749e-24,-2.6634e-24,2.7915e+05,1.3172e+05
2.5992e-24,-2.6641e-24,2.8132e+05,1.2443e+05
2.5119e-24,-2.6103e-24,2.7619e+05,1.3405e+05
2.6043e-24,-2.6368e-24,2.8173e+05,1.3273e+05
2.5936e-24,-2.6656e-24,2.8107e+05,1.287e+05
2.5987e-24,-2.6619e-24,2.8281e+05,1.2856e+05
2.609e-24,-2.6188e-24,2.8215e+05,1.364e+05
2.5776e-24,-2.6235e-24,2.789e+05,1.3328e+05
2.4766e-24,-2.6384e-24,2.7237e+05,1.3565e+05
2.52e-24,-2.6607e-24,2.7605e+05,1.2858e+05
2.5849e-24,-2.6321e-24,2.8102e+05,1.3302e+05
2.5739e-24,-2.647e-24,2.8164e+05,1.3243e+05
2.5655e-24,-2.6797e-24,2.8134e+05,1.3045e+05
2.6227e-24,-2.677e-24,2.8684e+05,1.3171e+05
2.5311e-24,-2.6645e-24,2.7712e+05,1.2784e+05
2.6e-24,-2.6392e-24,2.8388e+05,1.3482e+05
2.4932e-24,-2.6781e-24,2.7579e+05,1.3048e+05
2.6277e-24,-2.6318e-24,2.8708e+05,1.3457e+05
2.5538e-24,-2.5173e-24,2.7935e+05,1.4343e+05
2.5523e-24,-2.6305e-24,2.7959e+05,1.3427e+05
2.5854e-24,-2.6912e-24,2.8184e+05,1.3042e+05
2.6327e-24,-2.6796e-24,2.8527e+05,1.3136e+05
2.593e-24,-2.6301e-24,2.8266e+05,1.3311e+05
2.6516e-24,-2.6636e-24,2.9052e+05,1.3203e+05
2.5104e-24,-2.6111e-24,2.7622e+05,1.3409e+05
2.5774e-24,-2.6456e-24,2.8216e+05,1.3586e+05
2.5405e-24,-2.6524e-24,2.7736e+05,1.3292e+05
2.6383e-24,-2.639e-24,2.8532e+05,1.3604e+05
2.5793e-24,-2.6502e-24,2.8264e+05,1.3522e+05
2.554e-24,-2.6606e-24,2.7932e+05,1.354e+05
2.5899e-24,-2.6007e-24,2.8342e+05,1.3841e+05
2.6361e-24,-2.7052e-24,2.8527e+05,1.2959e+05
2.5523e-24,-2.7034e-24,2.7995e+05,1.3002e+05
2.4689e-24,-2.6746e-24,2.7411e+05,1.3182e+05
2.5587e-24,-2.6847e-24,2.7846e+05,1.3176e+05
2.5792e-24,-2.719e-24,2.8171e+05,1.2995e+05
2.6092e-24,-2.6842e-24,2.8618e+05,1.2938e+05
2.5891e-24,-2.5957e-24,2.8629e+05,1.4095e+05
2.5285e-24,-2.6438e-24,2.7936e+05,1.3283e+05
2.5292e-24,-2.6421e-24,2.7789e+05,1.3341e+05
2.5469e-24,-2.6199e-24,2.8127e+05,1.3714e+05
2.5896e-24,-2.7116e-24,2.8743e+05,1.3093e+05
2.5997e-24,-2.6479e-24,2.8789e+05,1.3577e+05
2.5295e-24,-2.6245e-24,2.79e+05,1.3678e+05
2.5378e-24,-2.6068e-24,2.8077e+05,1.3783e+05
2.5246e-24,-2.7079e-24,2.8041e+05,1.304e+05
2.6423e-24,-2.671e-24,2.889e+05,1.3194e+05
2.5425e-24,-2.6995e-24,2.8091e+05,1.2633e+05
2.572e-24,-2.6548e-24,2.8321e+05,1.3461e+05
2.5901e-24,-2.5995e-24,2.836e+05,1.3978e+05
2.5186e-24,-2.6365e-24,2.7761e+05,1.3904e+05
2.5672e-24,-2.6147e-24,2.8216e+05,1.3961e+05
