px_R,px_L,x_R,x_L
2.5928e-24,-2.5702e-24,4.3964e+05,2.8584e+05
2.5836e-24,-2.4937e-24,4.3933e+05,2.9004e+05
2.5744e-24,-2.5147e-24,4.3905e+05,2.8835e+05
2.6099e-24,-2.5166e-24,4.423e+05,2.8872e+05
2.5742e-24,-2.5291e-24,4.3163e+05,2.8685e+05
2.5831e-24,-2.5425e-24,4.3799e+05,2.8663e+05
2.5758e-24,-2.493e-24,4.3497e+05,2.8997e+05
2.5706e-24,-2.6036e-24,4.3743e+05,2.849e+05
2.5847e-24,-2.5297e-24,4.3438e+05,2.8758e+05
2.5697e-24,-2.3204e-24,4.3198e+05,2.9782e+05
2.5384e-24,-2.4368e-24,4.3127e+05,2.9309e+05
2.5519e-24,-2.5936e-24,4.384e+05,2.8462e+05
2.543e-24,-2.4812e-24,4.349e+05,2.9113e+05
2.5677e-24,-2.491e-24,4.369e+05,2.9104e+05
2.5571e-24,-2.4362e-24,4.3504e+05,2.9291e+05
2.5515e-24,-2.5594e-24,4.3522e+05,2.861e+05
2.5872e-24,-2.5205e-24,4.4298e+05,2.8966e+05
2.5867e-24,-2.5448e-24,4.4121e+05,2.8686e+05
2.553e-24,-2.552e-24,4.3242e+05,2.8638e+05
2.5904e-24,-2.4837e-24,4.4217e+05,2.9106e+05
2.5563e-24,-2.5269e-24,4.3831e+05,2.8734e+05
2.6042e-24,-2.4775e-24,4.4361e+05,2.9183e+05
2.5536e-24,-2.4817e-24,4.3864e+05,2.9062e+05
2.5685e-24,-2.5252e-24,4.3961e+05,2.8808e+05
2.5667e-24,-2.5855e-24,4.4483e+05,2.8644e+05
2.5639e-24,-2.5017e-24,4.3911e+05,2.9151e+05
2.5657e-24,-2.4039e-24,4.3953e+05,2.94e+05
2.5961e-24,-2.5586e-24,4.4195e+05,2.8697e+05
2.5736e-24,-2.5417e-24,4.3652e+05,2.886e+05
2.5564e-24,-2.5764e-24,4.348e+05,2.8674e+05
2.5878e-24,-2.4166e-24,4.4648e+05,2.9361e+05
2.5829e-24,-2.4302e-24,4.4033e+05,2.9327e+05
2.5553e-24,-2.5339e-24,4.3454e+05,2.8855e+05
2.5383e-24,-2.6114e-24,4.3121e+05,2.8487e+05
2.5739e-24,-2.5094e-24,4.4051e+05,2.901e+05
2.5288e-24,-2.4728e-24,4.379e+05,2.9263e+05
2.5769e-24,-2.5169e-24,4.4199e+05,2.9073e+05
2.5432e-24,-2.5333e-24,4.3859e+05,2.8955e+05
2.5566e-24,-2.7127e-24,4.3652e+05,2.8004e+05
2.5604e-24,-2.5363e-24,4.4126e+05,2.8955e+05
2.5398e-24,-2.5478e-24,4.3608e+05,2.8897e+05
2.5378e-24,-2.5171e-24,4.3537e+05,2.9052e+05
2.5452e-24,-2.3726e-24,4.3351e+05,2.9579e+05
2.5587e-24,-2.5398e-24,4.4127e+05,2.8825e+05
2.54e-24,-2.5951e-24,4.317e+05,2.8602e+05
2.57e-24,-2.4805e-24,4.4117e+05,2.924e+05
2.5365e-24,-2.5809e-24,4.3569e+05,2.8641e+05
2.5503e-24,-2.6573e-24,4.366e+05,2.8258e+05
2.5418e-24,-2.6328e-24,4.3608e+05,2.8483e+05
2.5486e-24,-2.5667e-24,4.3887e+05,2.8777e+05
2.5286e-24,-2.5636e-24,4.3791e+05,2.8921e+05
2.5664e-24,-2.5835e-24,4.4158e+05,2.8659e+05
2.5583e-24,-2.5809e-24,4.4495e+05,2.8761e+05
2.545e-24,-2.4154e-24,4.3575e+05,2.954e+05
2.549e-24,-2.4736e-24,4.3655e+05,2.9288e+05
2.5746e-24,-2.6389e-24,4.4284e+05,2.851e+05
2.5596e-24,-2.6401e-24,4.4019e+05,2.8468e+05
2.5437e-24,-2.4533e-24,4.3844e+05,2.9325e+05
2.5453e-24,-2.3556e-24,4.3741e+05,2.9755e+05
2.5658e-24,-2.5089e-24,4.4608e+05,2.916e+05
2.5311e-24,-2.5708e-24,4.4027e+05,2.8831e+05
2.5346e-24,-2.4242e-24,4.4222e+05,2.9396e+05
2.5226e-24,-2.5891e-24,4.39e+05,2.8734e+05
2.5388e-24,-2.4094e-24,4.43e+05,2.9534e+05
2.5169e-24,-2.5897e-24,4.4247e+05,2.8665e+05
2.5447e-24,-2.5271e-24,4.3999e+05,2.9034e+05
2.5354e-24,-2.5526e-24,4.406e+05,2.9002e+05
2.5245e-24,-2.4702e-24,4.3749e+05,2.9278e+05
2.529e-24,-2.5206e-24,4.4339e+05,2.9185e+05
2.5225e-24,-2.5182e-24,4.3703e+05,2.9074e+05
2.5329e-24,-2.5513e-24,4.3978e+05,2.8948e+05
2.5339e-24,-2.5463e-24,4.4205e+05,2.9036e+05
2.5231e-24,-2.4573e-24,4.4518e+05,2.9326e+05
2.5428e-24,-2.4198e-24,4.395e+05,2.9398e+05
2.5332e-24,-2.4836e-24,4.4003e+05,2.928e+05
2.5253e-24,-2.4368e-24,4.3762e+05,2.9413e+05
2.5301e-24,-2.5542e-24,4.3522e+05,2.9125e+05
2.5339e-24,-2.5286e-24,4.391e+05,2.9198e+05
2.5473e-24,-2.5525e-24,4.426e+05,2.9115e+05
2.5411e-24,-2.4516e-24,4.3975e+05,2.9523e+05
2.54e-24,-2.6231e-24,4.4114e+05,2.8672e+05
2.5403e-24,-2.579e-24,4.4277e+05,2.8895e+05
2.5284e-24,-2.6071e-24,4.3641e+05,2.8748e+05
2.5273e-24,-2.5829e-24,4.3661e+05,2.8963e+05
2.5258e-24,-2.5781e-24,4.411e+05,2.8933e+05
2.5143e-24,-2.427e-24,4.4164e+05,2.9587e+05
2.5142e-24,-2.5681e-24,4.4409e+05,2.9061e+05
2.4989e-24,-2.5085e-24,4.416e+05,2.9223e+05
2.5216e-24,-2.629e-24,4.4696e+05,2.8674e+05
2.4973e-24,-2.5027e-24,4.4327e+05,2.9254e+05
2.4969e-24,-2.4183e-24,4.375e+05,2.96e+05
2.5031e-24,-2.4392e-24,4.4327e+05,2.9381e+05
2.492e-24,-2.5443e-24,4.3796e+05,2.9127e+05
2.5052e-24,-2.573e-24,4.434e+05,2.9002e+05
2.4975e-24,-2.4002e-24,4.4108e+05,2.9648e+05
2.4914e-24,-2.4169e-24,4.411e+05,2.9618e+05
2.5088e-24,-2.5962e-24,4.3561e+05,2.873e+05
2.497e-24,-2.5737e-24,4.4197e+05,2.8937e+05
2.5054e-24,-2.3961e-24,4.3889e+05,2.968e+05
2.5078e-24,-2.391e-24,4.4067e+05,2.9809e+05
2.5025e-24,-2.4264e-24,4.3987e+05,2.9654e+05
2.5021e-24,-2.3701e-24,4.4013e+05,2.9905e+05
2.5049e-24,-2.4619e-24,4.442e+05,2.9463e+05
2.5034e-24,-2.3816e-24,4.3709e+05,2.9841e+05
2.515e-24,-2.4568e-24,4.4702e+05,2.9562e+05
2.5065e-24,-2.618e-24,4.4258e+05,2.8901e+05
2.4995e-24,-2.4567e-24,4.4113e+05,2.9398e+05
2.4895e-24,-2.3539e-24,4.4198e+05,2.9959e+05
2.5012e-24,-2.5305e-24,4.3898e+05,2.9221e+05
2.5123e-24,-2.4747e-24,4.39e+05,2.933e+05
2.4941e-24,-2.5274e-24,4.4624e+05,2.9209e+05
2.5032e-24,-2.4643e-24,4.4713e+05,2.9425e+05
2.4825e-24,-2.4917e-24,4.3824e+05,2.9298e+05
2.4894e-24,-2.3982e-24,4.4245e+05,2.9716e+05
2.4889e-24,-2.4547e-24,4.4455e+05,2.9567e+05
2.5024e-24,-2.4599e-24,4.4622e+05,2.9508e+05
2.5005e-24,-2.4565e-24,4.449e+05,2.94e+05
2.4902e-24,-2.3988e-24,4.3912e+05,2.9708e+05
2.4534e-24,-2.5779e-24,4.3594e+05,2.9056e+05
2.4881e-24,-2.4582e-24,4.4382e+05,2.9397e+05
2.5037e-24,-2.6023e-24,4.4565e+05,2.8949e+05
2.5023e-24,-2.2959e-24,4.4749e+05,3.0314e+05
2.4874e-24,-2.4548e-24,4.398e+05,2.9505e+05
2.4855e-24,-2.4129e-24,4.3838e+05,2.9722e+05
2.501e-24,-2.5017e-24,4.4699e+05,2.9347e+05
2.4888e-24,-2.4793e-24,4.3935e+05,2.945e+05
2.4863e-24,-2.4539e-24,4.4173e+05,2.96e+05
2.4951e-24,-2.493e-24,4.4563e+05,2.9509e+05
2.4603e-24,-2.418e-24,4.3685e+05,2.9788e+05
2.4952e-24,-2.437e-24,4.4414e+05,2.9644e+05
2.4968e-24,-2.4956e-24,4.4489e+05,2.9346e+05
2.4747e-24,-2.3545e-24,4.3799e+05,3.0007e+05
2.489e-24,-2.6213e-24,4.4286e+05,2.8923e+05
2.4912e-24,-2.5791e-24,4.4348e+05,2.9125e+05
2.4901e-24,-2.5431e-24,4.4716e+05,2.9218e+05
2.4594e-24,-2.3727e-24,4.4016e+05,2.9929e+05
2.4773e-24,-2.64e-24,4.4283e+05,2.8732e+05
2.4712e-24,-2.5387e-24,4.4242e+05,2.9252e+05
2.4493e-24,-2.5851e-24,4.375e+05,2.9069e+05
2.4823e-24,-2.5498e-24,4.4818e+05,2.9198e+05
2.4629e-24,-2.5101e-24,4.4231e+05,2.9319e+05
2.4464e-24,-2.4867e-24,4.39e+05,2.9525e+05
2.4679e-24,-2.5746e-24,4.427e+05,2.9122e+05
2.4619e-24,-2.5142e-24,4.475e+05,2.9308e+05
2.4409e-24,-2.4794e-24,4.3626e+05,2.9402e+05
2.462e-24,-2.4243e-24,4.432e+05,2.9775e+05
2.4626e-24,-2.3669e-24,4.4103e+05,2.9956e+05
2.4493e-24,-2.4335e-24,4.3776e+05,2.974e+05
2.4489e-24,-2.6526e-24,4.3999e+05,2.8697e+05
2.4747e-24,-2.3618e-24,4.4275e+05,3.0219e+05
2.459e-24,-2.3947e-24,4.4067e+05,3.0083e+05
2.4706e-24,-2.4996e-24,4.4241e+05,2.9539e+05
2.4552e-24,-2.5135e-24,4.4019e+05,2.9412e+05
2.4788e-24,-2.3999e-24,4.4881e+05,3.0067e+05
2.4598e-24,-2.3907e-24,4.4715e+05,2.9906e+05
2.4715e-24,-2.4828e-24,4.4737e+05,2.9607e+05
2.4553e-24,-2.406e-24,4.4039e+05,2.9852e+05
2.4875e-24,-2.5071e-24,4.4452e+05,2.9495e+05
2.4532e-24,-2.5142e-24,4.4043e+05,2.9401e+05
2.4623e-24,-2.4735e-24,4.4228e+05,2.9655e+05
2.4586e-24,-2.5219e-24,4.4417e+05,2.9331e+05
2.4449e-24,-2.4931e-24,4.4208e+05,2.9531e+05
2.4261e-24,-2.5191e-24,4.4568e+05,2.9489e+05
2.4585e-24,-2.5044e-24,4.4447e+05,2.9492e+05
2.4437e-24,-2.4494e-24,4.4883e+05,2.9686e+05
2.4469e-24,-2.401e-24,4.4839e+05,3.0049e+05
2.4539e-24,-2.4838e-24,4.4905e+05,2.9567e+05
2.4338e-24,-2.4681e-24,4.4558e+05,2.9644e+05
2.4521e-24,-2.6233e-24,4.4487e+05,2.8989e+05
2.4537e-24,-2.417e-24,4.4417e+05,2.9869e+05
2.463e-24,-2.5058e-24,4.4459e+05,2.9429e+05
2.4436e-24,-2.5144e-24,4.4422e+05,2.9485e+05
2.4371e-24,-2.5824e-24,4.4686e+05,2.9152e+05
2.4306e-24,-2.46e-24,4.4043e+05,2.9639e+05
2.4552e-24,-2.4158e-24,4.4382e+05,3.0055e+05
2.4341e-24,-2.5941e-24,4.4517e+05,2.9178e+05
2.4472e-24,-2.5803e-24,4.487e+05,2.9217e+05
2.4411e-24,-2.4519e-24,4.4511e+05,2.9779e+05
2.447e-24,-2.4149e-24,4.446e+05,2.9952e+05
2.4413e-24,-2.4904e-24,4.4285e+05,2.964e+05
2.4586e-24,-2.5274e-24,4.4385e+05,2.9502e+05
2.4443e-24,-2.406e-24,4.4558e+05,3.0103e+05
2.516e-24,-2.327e-24,4.5373e+05,3.0365e+05
2.4492e-24,-2.4938e-24,4.468e+05,2.9631e+05
2.4426e-24,-2.4207e-24,4.4693e+05,2.9913e+05
2.4274e-24,-2.4463e-24,4.4322e+05,2.9811e+05
2.4178e-24,-2.4281e-24,4.4551e+05,2.9841e+05
2.4055e-24,-2.4211e-24,4.4052e+05,2.9892e+05
2.3991e-24,-2.5291e-24,4.3877e+05,2.9476e+05
2.4323e-24,-2.5357e-24,4.4366e+05,2.9536e+05
2.4649e-24,-2.4688e-24,4.5219e+05,2.9733e+05
2.4165e-24,-2.4316e-24,4.3948e+05,2.984e+05
2.4377e-24,-2.5365e-24,4.4957e+05,2.9433e+05
2.4476e-24,-2.5361e-24,4.5018e+05,2.9529e+05
2.4232e-24,-2.4784e-24,4.4687e+05,2.9685e+05
2.4082e-24,-2.5599e-24,4.4516e+05,2.9272e+05
2.4212e-24,-2.4061e-24,4.4172e+05,2.9922e+05
2.4386e-24,-2.5033e-24,4.436e+05,2.9629e+05
2.4303e-24,-2.4061e-24,4.4874e+05,3.0125e+05
2.4248e-24,-2.5884e-24,4.4259e+05,2.9272e+05
2.4334e-24,-2.4501e-24,4.4426e+05,2.985e+05
2.4536e-24,-2.3262e-24,4.5031e+05,3.0481e+05
2.4599e-24,-2.3692e-24,4.5196e+05,3.0303e+05
2.434e-24,-2.3884e-24,4.4727e+05,3.0227e+05
2.4104e-24,-2.4406e-24,4.4628e+05,2.9864e+05
2.4376e-24,-2.4275e-24,4.4945e+05,3.0047e+05
2.4191e-24,-2.4326e-24,4.4545e+05,2.988e+05
2.4294e-24,-2.6212e-24,4.4878e+05,2.916e+05
2.4282e-24,-2.453e-24,4.4473e+05,2.9816e+05
2.4351e-24,-2.4576e-24,4.4475e+05,2.9826e+05
2.392e-24,-2.4312e-24,4.4656e+05,3.0001e+05
2.4303e-24,-2.5276e-24,4.4969e+05,2.9582e+05
2.4035e-24,-2.3125e-24,4.4468e+05,3.0456e+05
2.3845e-24,-2.4213e-24,4.462e+05,3.009e+05
2.3811e-24,-2.4758e-24,4.4607e+05,2.974e+05
2.4376e-24,-2.4603e-24,4.5085e+05,2.981e+05
2.3947e-24,-2.4015e-24,4.4427e+05,3.0193e+05
2.404e-24,-2.4394e-24,4.4193e+05,3.0006e+05
2.4061e-24,-2.5441e-24,4.4816e+05,2.9515e+05
2.392e-24,-2.3932e-24,4.461e+05,3.0237e+05
2.4166e-24,-2.5797e-24,4.4328e+05,2.9416e+05
2.404e-24,-2.4984e-24,4.41e+05,2.9686e+05
2.4432e-24,-2.4729e-24,4.5031e+05,2.9741e+05
2.408e-24,-2.4888e-24,4.4758e+05,2.97e+05
2.3849e-24,-2.4385e-24,4.4456e+05,3.0158e+05
2.4088e-24,-2.4338e-24,4.4701e+05,3.0145e+05
2.3878e-24,-2.4422e-24,4.4636e+05,3.0076e+05
2.3965e-24,-2.4238e-24,4.4621e+05,3.0173e+05
2.4162e-24,-2.5465e-24,4.4721e+05,2.959e+05
2.4372e-24,-2.6247e-24,4.5146e+05,2.9201e+05
2.4283e-24,-2.4484e-24,4.5023e+05,3.0035e+05
2.3902e-24,-2.51e-24,4.4578e+05,2.9685e+05
2.4034e-24,-2.4478e-24,4.4701e+05,3.0103e+05
2.4602e-24,-2.4509e-24,4.534e+05,3.0013e+05
2.4087e-24,-2.4484e-24,4.4171e+05,3.0067e+05
2.4009e-24,-2.466e-24,4.5201e+05,2.9939e+05
2.3878e-24,-2.4564e-24,4.4829e+05,2.9959e+05
2.4452e-24,-2.4701e-24,4.5355e+05,2.9828e+05
2.3735e-24,-2.4414e-24,4.46e+05,3.0138e+05
2.3984e-24,-2.597e-24,4.4959e+05,2.9299e+05
2.4079e-24,-2.3353e-24,4.4973e+05,3.0591e+05
2.4135e-24,-2.3762e-24,4.5097e+05,3.0312e+05
2.38e-24,-2.4585e-24,4.4376e+05,3.0068e+05
2.3765e-24,-2.4669e-24,4.4613e+05,3.0016e+05
2.416e-24,-2.4518e-24,4.5028e+05,2.9926e+05
2.3609e-24,-2.39e-24,4.4578e+05,3.0311e+05
2.3873e-24,-2.5548e-24,4.4954e+05,2.9571e+05
2.4007e-24,-2.3483e-24,4.5064e+05,3.0479e+05
2.353e-24,-2.4534e-24,4.4489e+05,3.0089e+05
2.392e-24,-2.4838e-24,4.4825e+05,2.9989e+05
2.4068e-24,-2.3568e-24,4.5241e+05,3.0531e+05
2.3955e-24,-2.3441e-24,4.4859e+05,3.0688e+05
2.3855e-24,-2.4448e-24,4.5011e+05,3.0209e+05
2.4071e-24,-2.4463e-24,4.4859e+05,3.0216e+05
2.3941e-24,-2.4085e-24,4.5215e+05,3.0302e+05
2.4245e-24,-2.5495e-24,4.531e+05,2.9637e+05
2.3961e-24,-2.5295e-24,4.477e+05,2.9661e+05
2.397e-24,-2.4522e-24,4.4826e+05,3.0165e+05
2.4153e-24,-2.481e-24,4.4981e+05,2.9939e+05
2.3848e-24,-2.3537e-24,4.4416e+05,3.0753e+05
2.3556e-24,-2.4964e-24,4.4796e+05,2.9896e+05
2.3674e-24,-2.3222e-24,4.5057e+05,3.088e+05
2.3734e-24,-2.495e-24,4.5026e+05,2.9875e+05
2.3461e-24,-2.4963e-24,4.4886e+05,2.9857e+05
2.3698e-24,-2.3749e-24,4.4653e+05,3.0428e+05
2.3587e-24,-2.4207e-24,4.4996e+05,3.0239e+05
2.3797e-24,-2.4751e-24,4.4856e+05,2.9948e+05
2.4084e-24,-2.4765e-24,4.5278e+05,2.9878e+05
2.4274e-24,-2.4864e-24,4.5348e+05,3.0062e+05
2.3882e-24,-2.3694e-24,4.5227e+05,3.049e+05
2.3448e-24,-2.4301e-24,4.4851e+05,3.0233e+05
2.353e-24,-2.3553e-24,4.4575e+05,3.0636e+05
2.3941e-24,-2.3774e-24,4.5267e+05,3.04e+05
2.3808e-24,-2.5423e-24,4.4693e+05,2.9626e+05
2.361e-24,-2.3513e-24,4.5033e+05,3.083e+05
2.3705e-24,-2.426e-24,4.4853e+05,3.0297e+05
2.3686e-24,-2.4391e-24,4.4727e+05,3.0249e+05
2.3836e-24,-2.484e-24,4.5221e+05,3.0124e+05
2.384e-24,-2.5037e-24,4.481e+05,3.0092e+05
2.3635e-24,-2.4346e-24,4.4651e+05,3.0316e+05
2.3461e-24,-2.521e-24,4.4498e+05,2.9738e+05
2.3566e-24,-2.2596e-24,4.4625e+05,3.1173e+05
2.4085e-24,-2.3963e-24,4.531e+05,3.0419e+05
2.3776e-24,-2.5229e-24,4.4265e+05,2.9873e+05
2.3664e-24,-2.5228e-24,4.4751e+05,3.0011e+05
2.3533e-24,-2.5261e-24,4.4991e+05,2.9985e+05
2.3369e-24,-2.5097e-24,4.4929e+05,2.9777e+05
2.3354e-24,-2.5039e-24,4.476e+05,3.0092e+05
2.3673e-24,-2.546e-24,4.5151e+05,2.9656e+05
2.3666e-24,-2.4511e-24,4.5111e+05,3.0216e+05
2.3676e-24,-2.4232e-24,4.5113e+05,3.0338e+05
2.4396e-24,-2.4137e-24,4.5708e+05,3.0377e+05
2.3669e-24,-2.4842e-24,4.5125e+05,3.0109e+05
2.3908e-24,-2.4889e-24,4.5275e+05,3.009e+05
2.426e-24,-2.377e-24,4.5766e+05,3.0493e+05
2.3613e-24,-2.3698e-24,4.5051e+05,3.0601e+05
2.3434e-24,-2.5151e-24,4.4656e+05,2.9791e+05
2.4273e-24,-2.3913e-24,4.5443e+05,3.0445e+05
2.335e-24,-2.3469e-24,4.48e+05,3.0892e+05
2.424e-24,-2.4494e-24,4.5578e+05,3.0292e+05
2.3527e-24,-2.4916e-24,4.427e+05,3.0199e+05
2.3632e-24,-2.3096e-24,4.5128e+05,3.1096e+05
2.4171e-24,-2.3987e-24,4.5454e+05,3.0652e+05
2.4245e-24,-2.4277e-24,4.567e+05,3.0361e+05
2.4317e-24,-2.3904e-24,4.5554e+05,3.0824e+05
2.33e-24,-2.474e-24,4.4865e+05,3.0241e+05
2.4032e-24,-2.4341e-24,4.5327e+05,3.0354e+05
2.3403e-24,-2.4249e-24,4.4883e+05,3.047e+05
2.4635e-24,-2.5456e-24,4.5911e+05,2.9847e+05
2.3616e-24,-2.543e-24,4.5094e+05,2.9987e+05
2.3876e-24,-2.3765e-24,4.5332e+05,3.0874e+05
2.4595e-24,-2.4607e-24,4.5982e+05,3.0287e+05
2.3139e-24,-2.3969e-24,4.4751e+05,3.0663e+05
2.3712e-24,-2.397e-24,4.5259e+05,3.0568e+05
2.386e-24,-2.461e-24,4.5408e+05,3.0287e+05
2.345e-24,-2.5213e-24,4.5252e+05,3.0047e+05
2.3023e-24,-2.3925e-24,4.4747e+05,3.0638e+05
2.3229e-24,-2.4074e-24,4.4913e+05,3.0539e+05
2.4039e-24,-2.523e-24,4.5611e+05,3.0049e+05
2.3976e-24,-2.404e-24,4.5402e+05,3.0593e+05
2.3184e-24,-2.5285e-24,4.4555e+05,2.9784e+05
2.3664e-24,-2.3481e-24,4.5267e+05,3.0962e+05
2.3123e-24,-2.4555e-24,4.4788e+05,3.026e+05
2.3961e-24,-2.4983e-24,4.5443e+05,3.0172e+05
2.3814e-24,-2.5819e-24,4.5368e+05,2.9912e+05
2.3966e-24,-2.5485e-24,4.5508e+05,3.0082e+05
2.2939e-24,-2.4067e-24,4.4527e+05,3.063e+05
2.3462e-24,-2.4725e-24,4.51e+05,3.0325e+05
2.3582e-24,-2.5762e-24,4.5192e+05,2.9921e+05
2.3029e-24,-2.5705e-24,4.4678e+05,2.9945e+05
2.3966e-24,-2.3346e-24,4.5538e+05,3.1078e+05
2.3948e-24,-2.5676e-24,4.5448e+05,2.9793e+05
2.3005e-24,-2.4344e-24,4.4767e+05,3.0442e+05
2.3454e-24,-2.4322e-24,4.5022e+05,3.0494e+05
2.3984e-24,-2.4279e-24,4.5435e+05,3.0531e+05
2.3708e-24,-2.4765e-24,4.538e+05,3.0295e+05
2.3842e-24,-2.4319e-24,4.5771e+05,3.0512e+05
2.3106e-24,-2.4007e-24,4.4951e+05,3.0833e+05
2.3711e-24,-2.4143e-24,4.5487e+05,3.0624e+05
2.3298e-24,-2.5274e-24,4.5213e+05,3.0114e+05
2.3281e-24,-2.4185e-24,4.5234e+05,3.0685e+05
2.3644e-24,-2.4433e-24,4.5593e+05,3.0434e+05
2.3243e-24,-2.516e-24,4.4968e+05,3.0171e+05
2.3224e-24,-2.4946e-24,4.4963e+05,3.0211e+05
2.4041e-24,-2.4436e-24,4.5823e+05,3.0457e+05
2.3276e-24,-2.4066e-24,4.5002e+05,3.0803e+05
2.358e-24,-2.4561e-24,4.531e+05,3.0374e+05
2.3796e-24,-2.4262e-24,4.545e+05,3.0544e+05
2.362e-24,-2.4625e-24,4.5343e+05,3.0331e+05
2.3061e-24,-2.6585e-24,4.4875e+05,2.9476e+05
2.3109e-24,-2.4976e-24,4.4918e+05,3.027e+05
2.375e-24,-2.3555e-24,4.5382e+05,3.1163e+05
2.3286e-24,-2.6019e-24,4.5255e+05,2.9919e+05
2.3827e-24,-2.435e-24,4.5708e+05,3.0774e+05
2.3822e-24,-2.452e-24,4.5719e+05,3.0702e+05
2.3244e-24,-2.3547e-24,4.4972e+05,3.1417e+05
2.3745e-24,-2.4487e-24,4.5565e+05,3.0496e+05
2.3876e-24,-2.5128e-24,4.5541e+05,3.0255e+05
2.3885e-24,-2.477e-24,4.5559e+05,3.0317e+05
2.3709e-24,-2.4376e-24,4.5487e+05,3.0722e+05
2.3623e-24,-2.3508e-24,4.5761e+05,3.1115e+05
2.2619e-24,-2.4702e-24,4.475e+05,3.0503e+05
2.3478e-24,-2.4942e-24,4.552e+05,3.0325e+05
2.3229e-24,-2.5089e-24,4.5571e+05,3.0271e+05
2.29e-24,-2.4342e-24,4.5015e+05,3.0813e+05
2.343e-24,-2.3585e-24,4.5445e+05,3.1129e+05
2.3002e-24,-2.4655e-24,4.5127e+05,3.0536e+05
2.3422e-24,-2.4577e-24,4.5672e+05,3.0511e+05
2.3457e-24,-2.386e-24,4.5456e+05,3.0948e+05
2.3052e-24,-2.455e-24,4.4989e+05,3.0607e+05
2.2939e-24,-2.4883e-24,4.5175e+05,3.0389e+05
2.3859e-24,-2.4739e-24,4.5849e+05,3.036e+05
2.3353e-24,-2.4435e-24,4.5352e+05,3.0676e+05
2.2944e-24,-2.4944e-24,4.5046e+05,3.0323e+05
2.2888e-24,-2.4377e-24,4.5131e+05,3.0872e+05
2.3342e-24,-2.4582e-24,4.5609e+05,3.0668e+05
2.2915e-24,-2.596e-24,4.5137e+05,3.0057e+05
2.3258e-24,-2.4578e-24,4.5593e+05,3.0636e+05
2.2927e-24,-2.4657e-24,4.5046e+05,3.0659e+05
2.3276e-24,-2.4685e-24,4.5531e+05,3.057e+05
2.347e-24,-2.5081e-24,4.5738e+05,3.0408e+05
2.2819e-24,-2.4581e-24,4.5121e+05,3.0704e+05
2.3344e-24,-2.4197e-24,4.5311e+05,3.0891e+05
2.3452e-24,-2.4301e-24,4.5725e+05,3.0869e+05
2.28e-24,-2.4582e-24,4.5128e+05,3.0725e+05
2.3487e-24,-2.463e-24,4.5781e+05,3.0713e+05
2.3225e-24,-2.4589e-24,4.5657e+05,3.0693e+05
2.2771e-24,-2.3755e-24,4.5178e+05,3.1082e+05
2.278e-24,-2.4616e-24,4.5168e+05,3.0634e+05
2.3868e-24,-2.4793e-24,4.6003e+05,3.0501e+05
2.3163e-24,-2.4324e-24,4.5646e+05,3.0854e+05
2.2777e-24,-2.2974e-24,4.5201e+05,3.1643e+05
2.3822e-24,-2.3952e-24,4.5873e+05,3.128e+05
2.3228e-24,-2.4622e-24,4.5419e+05,3.0629e+05
2.3637e-24,-2.5094e-24,4.582e+05,3.0412e+05
2.306e-24,-2.4878e-24,4.5558e+05,3.0464e+05
2.3303e-24,-2.4346e-24,4.5419e+05,3.0879e+05
2.2738e-24,-2.4147e-24,4.4877e+05,3.0885e+05
2.4274e-24,-2.5575e-24,4.6262e+05,3.0149e+05
2.2728e-24,-2.4691e-24,4.4852e+05,3.0748e+05
2.3101e-24,-2.3997e-24,4.5475e+05,3.1151e+05
2.3255e-24,-2.4696e-24,4.5466e+05,3.0836e+05
2.2959e-24,-2.4872e-24,4.527e+05,3.0786e+05
2.3161e-24,-2.5955e-24,4.5499e+05,3.0102e+05
2.2915e-24,-2.4604e-24,4.5465e+05,3.0839e+05
2.2955e-24,-2.4853e-24,4.5511e+05,3.0637e+05
2.3785e-24,-2.4738e-24,4.6012e+05,3.0765e+05
2.3186e-24,-2.4244e-24,4.5551e+05,3.0974e+05
2.2947e-24,-2.4338e-24,4.5252e+05,3.0893e+05
2.3125e-24,-2.3573e-24,4.5635e+05,3.1459e+05
2.3653e-24,-2.4836e-24,4.6078e+05,3.0622e+05
2.3716e-24,-2.5075e-24,4.6069e+05,3.0499e+05
2.2816e-24,-2.4526e-24,4.5324e+05,3.0847e+05
2.2838e-24,-2.5166e-24,4.5289e+05,3.0453e+05
2.2861e-24,-2.4202e-24,4.5537e+05,3.0968e+05
2.2896e-24,-2.4128e-24,4.5312e+05,3.1117e+05
2.2942e-24,-2.5145e-24,4.5603e+05,3.0431e+05
2.2421e-24,-2.5448e-24,4.5074e+05,3.0285e+05
2.2843e-24,-2.5696e-24,4.5254e+05,3.0154e+05
2.2959e-24,-2.4777e-24,4.5587e+05,3.0753e+05
2.2764e-24,-2.5189e-24,4.5287e+05,3.0402e+05
2.2754e-24,-2.4287e-24,4.5313e+05,3.1001e+05
2.3095e-24,-2.4076e-24,4.5648e+05,3.1055e+05
2.3598e-24,-2.4161e-24,4.5972e+05,3.117e+05
2.3567e-24,-2.47e-24,4.5835e+05,3.087e+05
2.2704e-24,-2.452e-24,4.5414e+05,3.0947e+05
2.2429e-24,-2.398e-24,4.51e+05,3.1779e+05
2.2894e-24,-2.4244e-24,4.553e+05,3.1306e+05
2.289e-24,-2.3484e-24,4.5299e+05,3.1501e+05
