0.01	79
0.02	68
0.03	39
0.04	17
0.05	14
0.06	22
0.07	11
0.08	11
0.09	11
0.1	12
0.2	55
0.3	24
0.4	13
0.5	23
0.6	35
0.7	25
0.8	32
0.9	37
1	29
2	383
3	391
4	345
5	396
6	465
7	510
8	650
9	827
10	861
11	864
12	937
13	986
14	1061
15	1308
16	1629
17	1781
18	1951
19	1905
20	2708
21	4273
22	6613
23	6044
24	2475
25	370
26	20
